gene_id	ont_name
5727	semilobar holoprosencephaly
5727	septopreoptic holoprosencephaly
5727	microform holoprosencephaly
5727	midline interhemispheric variant of holoprosencephaly
5727	alobar holoprosencephaly
5727	lobar holoprosencephaly
5727	nevoid basal cell carcinoma syndrome
9791	Lenz-Majewski hyperostotic dwarfism
5728	familial prostate carcinoma
5728	Cowden disease
5728	Proteus syndrome
5728	paranasal sinus squamous cell carcinoma
5728	oropharynx squamous cell carcinoma
5728	salivary gland squamous cell carcinoma
5728	hypopharynx squamous cell carcinoma
5728	squamous cell carcinoma of lip
5728	macrocephaly-autism syndrome
5728	segmental outgrowth-lipomatosis-arteriovenous malformation-epidermal nevus syndrome
5728	Proteus-like syndrome
5728	activated PI3K-delta syndrome
5728	oral cavity squamous cell carcinoma
5728	Lhermitte-Duclos disease
5728	laryngeal squamous cell carcinoma
5728	Bannayan-Riley-Ruvalcaba syndrome
5728	Cowden syndrome 1
9051	pyogenic arthritis-pyoderma gangrenosum-acne syndrome
9051	recurrent infections-inflammatory syndrome due to zinc metabolism disorder syndrome
5718	Stankiewicz-Isidor syndrome
8643	medulloblastoma
8643	basal cell carcinoma, susceptibility to, 1
8643	commissural facial cleft
8643	nevoid basal cell carcinoma syndrome
5774	cholangiocarcinoma
5782	colorectal cancer
5784	lymphedema-posterior choanal atresia syndrome
5788	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-positive, NK cell-positive
5788	T-B+ severe combined immunodeficiency due to CD45 deficiency
5781	LEOPARD syndrome 1
5781	Noonan syndrome
5781	Noonan syndrome with multiple lentigines
5781	juvenile myelomonocytic leukemia
5781	metachondromatosis
5781	Noonan syndrome 1
9200	congenital fiber-type disproportion myopathy
5805	BH4-deficient hyperphenylalaninemia A
5792	isolated congenital breast hypoplasia/aplasia
5795	colorectal cancer
284119	congenital generalized lipodystrophy type 4
284119	Berardinelli-Seip congenital lipodystrophy
5800	nephrotic syndrome, type 6
5800	familial idiopathic steroid-resistant nephrotic syndrome
374462	hearing loss, autosomal recessive
374462	autosomal dominant nonsyndromic hearing loss
374462	hearing loss, autosomal dominant 73
374462	autosomal recessive nonsyndromic hearing loss 84A
5740	essential hypertension, genetic
5744	brachydactyly type E
5744	brachydactyly type E2
5745	Eiken syndrome
5745	metaphyseal chondrodysplasia, Jansen type
5745	primary failure of tooth eruption
5745	Ollier disease
5745	chondrodysplasia Blomstrand type
203547	X-linked myopathy with excessive autophagy
9907	hereditary spastic paraplegia 48
56975	lethal osteosclerotic bone dysplasia
5995	retinitis pigmentosa
5995	retinitis pigmentosa 44
5993	MHC class II deficiency
8625	MHC class II deficiency
5994	MHC class II deficiency
5949	retinitis pigmentosa
5950	microphthalmia, isolated, with coloboma
5950	progressive retinal dystrophy due to retinol transport defect
5950	microphthalmia, isolated, with coloboma 10
5959	fundus albipunctatus
9939	thrombocytopenia-absent radius syndrome
473	neurodevelopmental disorder with or without anomalies of the brain, eye, or heart
5978	hereditary gingival fibromatosis
5978	fibromatosis, gingival, 5
5979	Haddad syndrome
5979	bilateral renal agenesis
5979	renal agenesis, unilateral
5979	familial medullary thyroid carcinoma
5979	pheochromocytoma
5979	multiple endocrine neoplasia type 2A
5979	multiple endocrine neoplasia type 2B
5979	congenital central hypoventilation syndrome
5980	Mobius syndrome
5981	cerebellar ataxia with neuropathy and bilateral vestibular areflexia syndrome
5981	cerebellar ataxia, neuropathy, and vestibular areflexia syndrome
57670	retinitis pigmentosa
57670	retinitis pigmentosa 86
5961	cone-rod dystrophy
5961	retinitis pigmentosa
5961	central areolar choroidal dystrophy
5961	patterned macular dystrophy
5961	multifocal pattern dystrophy simulating fundus flavimaculatus
5961	vitelliform macular dystrophy 3
5961	adult-onset foveomacular vitelliform dystrophy
5961	retinitis pigmentosa 7
5961	choroidal dystrophy, central areolar 2
5961	retinitis punctata albescens
5961	fundus albipunctatus
5961	patterned macular dystrophy 1
5962	hearing loss, autosomal recessive
5962	autosomal recessive nonsyndromic hearing loss 24
9401	Rothmund-Thomson syndrome type 2
9401	Baller-Gerold syndrome
9401	rapadilino syndrome
5956	cone-rod dystrophy
5956	blue cone monochromacy
5956	red color blindness
5649	Autosomal dominant epilepsy with auditory features
5649	Norman-Roberts syndrome
5972	familial juvenile hyperuricemic nephropathy type 2
5972	renal tubular dysgenesis of genetic origin
5977	Coffin-Siris syndrome 7
5977	Coffin-Siris syndrome
255738	hypercholesterolemia, autosomal dominant, 3
255738	homozygous familial hypercholesterolemia
79797	retinitis pigmentosa
79797	exudative vitreoretinopathy
79797	retinitis pigmentosa 72
10486	familial isolated dilated cardiomyopathy
123016	Bardet-Biedl syndrome
123016	retinitis pigmentosa
123016	Bardet-Biedl syndrome 8
85015	Leber congenital amaurosis
122481	non-syndromic male infertility due to sperm motility disorder
122622	myopathy, distal, 5
122622	adenylosuccinate synthetase-like 1-related distal myopathy
122402	male infertility with azoospermia or oligozoospermia due to single gene mutation
51218	sideroblastic anemia 3
51218	spasticity-ataxia-gait anomalies syndrome
55640	Fowler syndrome
246213	autosomal dominant nonsyndromic hearing loss
246213	autosomal dominant nonsyndromic hearing loss 25
54916	structural heart defects and renal anomalies syndrome
55172	primary ciliary dyskinesia
55172	primary ciliary dyskinesia 10
55343	leukocyte adhesion deficiency type II
164045	premature ovarian failure 9
9533	Treacher-Collins syndrome
9533	hypomyelinating leukodystrophy 11
9533	hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome
9533	Treacher Collins syndrome 3
145173	Peters plus syndrome
93589	cone-rod dystrophy
93589	retinal cone dystrophy 4
161742	Legius syndrome
4935	X-linked recessive ocular albinism
4935	nystagmus 6, congenital, X-linked
51004	familial steroid-resistant nephrotic syndrome with sensorineural deafness
4901	retinitis pigmentosa
4901	retinitis pigmentosa 27
9378	Pitt-Hopkins-like syndrome
9378	Pitt-Hopkins-like syndrome 2
54802	combined oxidative phosphorylation deficiency 35
8506	neuropathy, congenital hypomyelinating, 3
8506	lethal congenital contracture syndrome 7
8506	hypomyelination neuropathy-arthrogryposis syndrome
114798	Tourette syndrome
80224	mitochondrial complex I deficiency
80224	mitochondrial complex 1 deficiency, nuclear type 21
64094	atypical dentin dysplasia due to SMOC2 deficiency
64094	dentin dysplasia type I
51371	proteasome-associated autoinflammatory syndrome 2
51371	keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome
142680	hereditary hypophosphatemic rickets with hypercalciuria
64093	microphthalmia with limb anomalies
54539	linear skin defects with multiple congenital anomalies
54539	linear skin defects with multiple congenital anomalies 3
51324	mast syndrome
126328	mitochondrial complex I deficiency
126328	mitochondrial complex 1 deficiency, nuclear type 14
63894	arthrogryposis-renal dysfunction-cholestasis syndrome
63894	arthrogryposis, renal dysfunction, and cholestasis 2
23483	Catel-Manzke syndrome
4907	hereditary arterial and articular multiple calcification syndrome
22978	hereditary spastic paraplegia 45
4909	glaucoma 1, open angle, O
4914	familial medullary thyroid carcinoma
4914	hereditary sensory and autonomic neuropathy type 4
4913	NTHL1-related attenuated familial adenomatous polyposis
9423	familial congenital mirror movements
9423	mirror movements 4
60506	congenital stationary night blindness
60506	congenital stationary night blindness 1A
4942	ornithine aminotransferase deficiency
8021	acute myeloid leukemia
8021	leukemia, acute lymphocytic, susceptibility to, 1
23636	familial infantile bilateral striatal necrosis
4927	fetal akinesia deformation sequence 1
4927	fetal akinesia deformation sequence 4
285362	mucosulfatidosis
9631	familial atrial fibrillation
90167	nystagmus 1, congenital, X-linked
283489	autosomal dominant non-syndromic intellectual disability
283489	intellectual disability, autosomal dominant 40
4915	developmental and epileptic encephalopathy, 58
4915	obesity, hyperphagia, and developmental delay
4915	undetermined early-onset epileptic encephalopathy
4915	West syndrome
4967	oxoglutaricaciduria
4968	nonpapillary renal cell carcinoma
10178	isolated congenital anosmia
4948	oculocutaneous albinism type 2
100506658	pseudo-TORCH syndrome 1
100506658	pseudo-TORCH syndrome
4926	acute promyelocytic leukemia
4952	oculocerebrorenal syndrome
4952	Dent disease type 2
4953	neurodevelopmental disorder with alopecia and brain abnormalities
4953	global developmental delay-alopecia-macrocephaly-facial dysmorphism-structural brain anomalies syndrome
8473	intellectual disability, X-linked 106
353238	preimplantation embryonic lethality 2
55777	autosomal dominant non-syndromic intellectual disability
55777	intellectual disability, autosomal dominant 1
84172	treacher collins syndrome 4
84231	meningioma
84231	cardiac, facial, and digital anomalies with developmental delay
51082	Treacher-Collins syndrome
51082	Treacher Collins syndrome 2
65109	FG syndrome
65109	non-syndromic X-linked intellectual disability
65109	X-linked intellectual disability with marfanoid habitus
65109	syndromic X-linked intellectual disability 14
79944	L-2-hydroxyglutaric aciduria
84334	mitochondrial complex 4 deficiency, nuclear type 17
84334	non-progressive predominantly posterior cavitating leukoencephalopathy with peripheral neuropathy
29922	situs inversus
83990	Fanconi anemia
83990	Fanconi anemia complementation group J
147138	epidermodysplasia verruciformis, susceptibility to, 2
147138	epidermodysplasia verruciformis
286887	palmoplantar keratoderma, nonepidermolytic, focal or diffuse
55812	retinitis pigmentosa
55812	Leber congenital amaurosis
55812	Leber congenital amaurosis 3
55812	severe early-childhood-onset retinal dystrophy
340665	focal facial dermal dysplasia type IV
56603	lethal occipital encephalocele-skeletal dysplasia syndrome
113612	hereditary spastic paraplegia 56
120227	vitamin D-dependent rickets, type 1
120227	vitamin D hydroxylation-deficient rickets, type 1B
51569	leukodystrophy, hypomyelinating, 14
51569	hypomyelinating leukodystrophy 6
283375	myopia 24, autosomal dominant
79882	autosomal recessive non-syndromic intellectual disability
79882	intellectual disability, autosomal recessive 56
9842	osteopetrosis, autosomal dominant 3
9842	autosomal recessive osteopetrosis 6
9739	epilepsy, early-onset, with or without developmental delay
9739	neurodevelopmental disorder with speech impairment and dysmorphic facies
23135	neurodevelopmental disorder with coarse facies and mild distal skeletal abnormalities
23384	Tessier number 4 facial cleft
23384	commissural facial cleft
23384	autosomal dominant Opitz G/BBB syndrome
23384	hypertelorism, Teebi type
115286	combined oxidative phosphorylation deficiency 28
55800	familial atrial fibrillation
55800	Brugada syndrome 7
117581	Barber-Say syndrome
117581	ablepharon macrostomia syndrome
117581	focal facial dermal dysplasia type III
23133	syndromic X-linked intellectual disability Siderius type
9758	non-syndromic X-linked intellectual disability
9758	intellectual disability, X-linked 104
23149	Immunodeficiency 76
23096	non-syndromic X-linked intellectual disability
23096	intellectual disability, X-linked 1
23096	severe intellectual disability-progressive postnatal microcephaly- midline stereotypic hand movements syndrome
23247	Joubert syndrome
23247	Joubert syndrome 26
23262	hearing loss, autosomal recessive
23262	hearing loss, autosomal recessive 100
25778	hereditary spastic paraplegia 23
25778	congenital anomalies of kidney and urinary tract 1
25778	renal agenesis, unilateral
23334	developmental and epileptic encephalopathy, 18
23334	undetermined early-onset epileptic encephalopathy
79947	retinitis pigmentosa
79947	developmental delay and seizures with or without movement abnormalities
79947	retinitis pigmentosa 59
79947	undetermined early-onset epileptic encephalopathy
8100	retinitis pigmentosa
283652	oculocutaneous albinism type 6
7965	leukodystrophy, hypomyelinating, 17
55636	hypogonadotropic hypogonadism
55636	Omenn syndrome
55636	hypogonadotropic hypogonadism 5 with or without anosmia
55636	Kallmann syndrome
55636	CHARGE syndrome
29957	Fontaine progeroid syndrome
80184	Bardet-Biedl syndrome
80184	Leber congenital amaurosis
80184	Meckel syndrome
80184	Senior-Loken syndrome
80184	Meckel syndrome, type 4
80184	Joubert syndrome 5
80184	Senior-Loken syndrome 6
80184	Leber congenital amaurosis 10
80184	Joubert syndrome with oculorenal defect
23347	facioscapulohumeral muscular dystrophy
23347	arhinia, choanal atresia, and microphthalmia
23347	hyposmia-nasal and ocular hypoplasia-hypogonadotropic hypogonadism syndrome
23347	facioscapulohumeral muscular dystrophy 2
9742	retinitis pigmentosa
9742	Leber congenital amaurosis
9742	retinitis pigmentosa 80
9742	Jeune syndrome
9742	short-rib thoracic dysplasia 9 with or without polydactyly
23028	palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome
9662	autosomal recessive primary microcephaly
9662	microcephaly 8, primary, autosomal recessive
23363	3-M syndrome
23363	3M syndrome 2
79651	palmoplantar keratoderma-esophageal carcinoma syndrome
9725	leukodystrophy, hypomyelinating, 19, transient infantile
9851	orofaciodigital syndrome type 6
9922	autosomal recessive non-syndromic intellectual disability
9922	intellectual developmental disorder with short stature and behavioral abnormalities
9894	TELO2-related intellectual disability-neurodevelopmental disorder
23288	polydactyly, postaxial, type a7
23288	postaxial polydactyly type A
23325	autosomal recessive non-syndromic intellectual disability
22909	karyomegalic interstitial nephritis
22909	Lynch syndrome
22852	hereditary thrombocytopenia and hematologic cancer predisposition syndrome
22852	thrombocytopenia 2
23067	intellectual developmental disorder with seizures and language delay
22897	Senior-Loken syndrome
22897	nephronophthisis 15
23322	Meckel syndrome
