go_id	go_name	gene_count
GO:0045991	carbon catabolite activation of transcription	3
GO:0045990	carbon catabolite regulation of transcription	3
GO:0000429	carbon catabolite regulation of transcription from RNA polymerase II promoter	3
GO:0000436	carbon catabolite activation of transcription from RNA polymerase II promoter	3
GO:0019086	late viral transcription	4
GO:0046015	regulation of transcription by glucose	3
GO:0046016	positive regulation of transcription by glucose	2
GO:0000430	regulation of transcription from RNA polymerase II promoter by glucose	2
GO:0000432	positive regulation of transcription from RNA polymerase II promoter by glucose	2
GO:0015939	pantothenate metabolic process	5
GO:0006768	biotin metabolic process	9
GO:0015887	pantothenate transmembrane transport	1
GO:0008286	insulin receptor signaling pathway	49
GO:0043434	response to peptide hormone	129
GO:0071375	cellular response to peptide hormone stimulus	121
GO:1901652	response to peptide	183
GO:1901653	cellular response to peptide	164
GO:0030316	osteoclast differentiation	11
GO:1902018	negative regulation of cilium assembly	10
GO:0036475	neuron death in response to oxidative stress	1
GO:2001257	regulation of cation channel activity	91
GO:0032412	regulation of ion transmembrane transporter activity	141
GO:0032409	regulation of transporter activity	159
GO:0022898	regulation of transmembrane transporter activity	148
GO:0099601	regulation of neurotransmitter receptor activity	34
GO:2000310	regulation of NMDA receptor activity	18
GO:1900477	negative regulation of G1/S transition of mitotic cell cycle by negative regulation of transcription from RNA polymerase II promoter	1
GO:0036473	cell death in response to oxidative stress	11
GO:0008631	intrinsic apoptotic signaling pathway in response to oxidative stress	9
GO:0090168	Golgi reassembly	3
GO:0097468	programmed cell death in response to reactive oxygen species	2
GO:0036474	cell death in response to hydrogen peroxide	2
GO:0010421	hydrogen peroxide-mediated programmed cell death	2
GO:0036481	intrinsic apoptotic signaling pathway in response to hydrogen peroxide	2
GO:1990253	cellular response to leucine starvation	5
GO:1990928	response to amino acid starvation	37
GO:0034198	cellular response to amino acid starvation	36
GO:0046836	glycolipid transport	5
GO:0033566	gamma-tubulin complex localization	2
GO:0005999	xylulose biosynthetic process	2
GO:0046166	glyceraldehyde-3-phosphate biosynthetic process	2
GO:0019321	pentose metabolic process	7
GO:0005997	xylulose metabolic process	4
GO:0003383	apical constriction	1
GO:1901841	regulation of high voltage-gated calcium channel activity	1
GO:0031339	negative regulation of vesicle fusion	1
GO:0035544	negative regulation of SNARE complex assembly	1
GO:0048268	clathrin coat assembly	10
GO:0031281	positive regulation of cyclase activity	6
GO:1905162	regulation of phagosome maturation	1
GO:0010519	negative regulation of phospholipase activity	3
GO:0070086	ubiquitin-dependent endocytosis	2
GO:0032354	response to follicle-stimulating hormone	3
GO:0034699	response to luteinizing hormone	2
GO:0016050	vesicle organization	182
GO:0006903	vesicle targeting	84
GO:0051648	vesicle localization	110
GO:0051650	establishment of vesicle localization	107
GO:0008333	endosome to lysosome transport	40
GO:0007034	vacuolar transport	81
GO:0007041	lysosomal transport	79
GO:0007040	lysosome organization	38
GO:0080171	lytic vacuole organization	38
GO:0045022	early endosome to late endosome transport	20
GO:0098927	vesicle-mediated transport between endosomal compartments	20
GO:0070997	neuron death	13
GO:0051402	neuron apoptotic process	11
GO:0032640	tumor necrosis factor production	3
GO:0071706	tumor necrosis factor superfamily cytokine production	3
GO:0002265	astrocyte activation involved in immune response	2
GO:0014004	microglia differentiation	1
GO:0014005	microglia development	1
GO:1990535	neuron projection maintenance	5
GO:1900273	positive regulation of long-term synaptic potentiation	3
GO:0060392	negative regulation of SMAD protein signal transduction	4
GO:0070837	dehydroascorbic acid transport	4
GO:0032643	regulation of connective tissue growth factor production	1
GO:0032683	negative regulation of connective tissue growth factor production	1
GO:1902729	negative regulation of proteoglycan biosynthetic process	1
GO:0015757	galactose transmembrane transport	1
GO:2001045	negative regulation of integrin-mediated signaling pathway	1
GO:0000185	activation of MAPKKK activity	8
GO:0071902	positive regulation of protein serine/threonine kinase activity	198
GO:0043406	positive regulation of MAP kinase activity	155
GO:0032147	activation of protein kinase activity	191
GO:0000187	activation of MAPK activity	100
GO:0033209	tumor necrosis factor-mediated signaling pathway	113
GO:0034612	response to tumor necrosis factor	164
GO:0071356	cellular response to tumor necrosis factor	150
GO:0043506	regulation of JUN kinase activity	50
GO:0043507	positive regulation of JUN kinase activity	41
GO:1901222	regulation of NIK/NF-kappaB signaling	68
GO:1901224	positive regulation of NIK/NF-kappaB signaling	44
GO:0006089	lactate metabolic process	2
GO:1903457	lactate catabolic process	1
GO:0042274	ribosomal small subunit biogenesis	18
GO:0030490	maturation of SSU-rRNA	6
GO:0007218	neuropeptide signaling pathway	21
GO:0061514	interleukin-34-mediated signaling pathway	1
GO:0001955	blood vessel maturation	2
GO:0043988	histone H3-S28 phosphorylation	2
GO:0043990	histone H2A-S1 phosphorylation	1
GO:0048013	ephrin receptor signaling pathway	77
GO:0033013	tetrapyrrole metabolic process	44
GO:0009235	cobalamin metabolic process	21
GO:0010225	response to UV-C	9
GO:0034504	protein localization to nucleus	73
GO:0017038	protein import	52
GO:0006606	protein import into nucleus	26
GO:0051066	dihydrobiopterin metabolic process	1
GO:0060390	regulation of SMAD protein signal transduction	17
GO:0060391	positive regulation of SMAD protein signal transduction	11
GO:0038195	urokinase plasminogen activator signaling pathway	1
GO:0015867	ATP transport	3
GO:0006862	nucleotide transport	11
GO:0015865	purine nucleotide transport	7
GO:0006537	glutamate biosynthetic process	3
GO:0006543	glutamine catabolic process	1
GO:0032685	negative regulation of granulocyte macrophage colony-stimulating factor production	1
GO:1902074	response to salt	5
GO:1902075	cellular response to salt	5
GO:1903935	response to sodium arsenite	4
GO:1903936	cellular response to sodium arsenite	4
GO:0071652	regulation of chemokine (C-C motif) ligand 1 production	1
GO:0071654	positive regulation of chemokine (C-C motif) ligand 1 production	1
GO:0071655	regulation of granulocyte colony-stimulating factor production	3
GO:0071657	positive regulation of granulocyte colony-stimulating factor production	2
GO:1901258	positive regulation of macrophage colony-stimulating factor production	2
GO:0015740	C4-dicarboxylate transport	10
GO:0015813	L-glutamate transmembrane transport	7
GO:0015810	aspartate transmembrane transport	5
GO:0043490	malate-aspartate shuttle	2
GO:0031100	animal organ regeneration	1
GO:0097421	liver regeneration	1
GO:1903433	regulation of constitutive secretory pathway	2
GO:1990182	exosomal secretion	3
GO:0097278	complement-dependent cytotoxicity	1
GO:1903435	positive regulation of constitutive secretory pathway	1
GO:0034661	ncRNA catabolic process	20
GO:0010587	miRNA catabolic process	7
GO:0009991	response to extracellular stimulus	131
GO:0031667	response to nutrient levels	121
GO:0042594	response to starvation	84
GO:0009267	cellular response to starvation	78
GO:0031669	cellular response to nutrient levels	92
GO:0071496	cellular response to external stimulus	106
GO:0031668	cellular response to extracellular stimulus	100
GO:1900103	positive regulation of endoplasmic reticulum unfolded protein response	11
GO:1903896	positive regulation of IRE1-mediated unfolded protein response	7
GO:0051205	protein insertion into membrane	28
GO:0051204	protein insertion into mitochondrial membrane	18
GO:0090151	establishment of protein localization to mitochondrial membrane	18
GO:0097345	mitochondrial outer membrane permeabilization	11
GO:0001844	protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	6
GO:0010821	regulation of mitochondrion organization	116
GO:0010822	positive regulation of mitochondrion organization	74
GO:1903747	regulation of establishment of protein localization to mitochondrion	40
GO:1903749	positive regulation of establishment of protein localization to mitochondrion	30
GO:1900739	regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	25
GO:1900740	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	25
GO:1901028	regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	38
GO:1901030	positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	30
GO:0090313	regulation of protein targeting to membrane	17
GO:0090314	positive regulation of protein targeting to membrane	13
GO:1903829	positive regulation of cellular protein localization	179
GO:0032388	positive regulation of intracellular transport	123
GO:0090316	positive regulation of intracellular protein transport	98
GO:0042149	cellular response to glucose starvation	22
GO:1901385	regulation of voltage-gated calcium channel activity	8
GO:0014733	regulation of skeletal muscle adaptation	2
GO:0048169	regulation of long-term neuronal synaptic plasticity	2
GO:0000186	activation of MAPKK activity	23
GO:0031345	negative regulation of cell projection organization	52
GO:0010977	negative regulation of neuron projection development	32
GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	6
GO:0050771	negative regulation of axonogenesis	12
GO:0030517	negative regulation of axon extension	3
GO:0046952	ketone body catabolic process	4
GO:0006084	acetyl-CoA metabolic process	12
GO:0046951	ketone body biosynthetic process	8
GO:0046950	cellular ketone body metabolic process	10
GO:1902224	ketone body metabolic process	10
GO:0007263	nitric oxide mediated signal transduction	13
GO:0046474	glycerophospholipid biosynthetic process	197
GO:0046473	phosphatidic acid metabolic process	46
GO:0006654	phosphatidic acid biosynthetic process	44
GO:2000618	regulation of histone H4-K16 acetylation	5
GO:2000620	positive regulation of histone H4-K16 acetylation	2
GO:0070510	regulation of histone H4-K20 methylation	2
GO:0070512	positive regulation of histone H4-K20 methylation	1
GO:1902083	negative regulation of peptidyl-cysteine S-nitrosylation	3
GO:2001032	regulation of double-strand break repair via nonhomologous end joining	27
GO:2001034	positive regulation of double-strand break repair via nonhomologous end joining	16
GO:2001022	positive regulation of response to DNA damage stimulus	85
GO:0051054	positive regulation of DNA metabolic process	143
GO:0045739	positive regulation of DNA repair	63
GO:2000781	positive regulation of double-strand break repair	35
GO:0009125	nucleoside monophosphate catabolic process	4
GO:0009128	purine nucleoside monophosphate catabolic process	3
GO:0009158	ribonucleoside monophosphate catabolic process	3
GO:0009169	purine ribonucleoside monophosphate catabolic process	3
GO:0046037	GMP metabolic process	4
GO:1901069	guanosine-containing compound catabolic process	3
GO:0006178	guanine salvage	2
GO:0046098	guanine metabolic process	2
GO:0046099	guanine biosynthetic process	2
GO:0043096	purine nucleobase salvage	2
GO:0046038	GMP catabolic process	2
GO:0046100	hypoxanthine metabolic process	2
GO:0046101	hypoxanthine biosynthetic process	2
GO:0045915	positive regulation of catecholamine metabolic process	2
GO:0045964	positive regulation of dopamine metabolic process	2
GO:0006166	purine ribonucleoside salvage	1
GO:0043103	hypoxanthine salvage	1
GO:0006144	purine nucleobase metabolic process	8
GO:0046112	nucleobase biosynthetic process	7
GO:0009113	purine nucleobase biosynthetic process	6
GO:0043094	cellular metabolic compound salvage	33
GO:0043101	purine-containing compound salvage	14
GO:0042454	ribonucleoside catabolic process	13
GO:0034656	nucleobase-containing small molecule catabolic process	38
GO:1901658	glycosyl compound catabolic process	29
GO:0009164	nucleoside catabolic process	24
GO:0010332	response to gamma radiation	21
