go_id	go_name
GO:0000726	non-recombinational repair
GO:0006283	transcription-coupled nucleotide-excision repair
GO:0006690	icosanoid metabolic process
GO:0010469	regulation of signaling receptor activity
GO:0010720	positive regulation of cell development
GO:0016125	sterol metabolic process
GO:0019935	cyclic-nucleotide-mediated signaling
GO:0030856	regulation of epithelial cell differentiation
GO:0032088	negative regulation of NF-kappaB transcription factor activity
GO:0032869	cellular response to insulin stimulus
GO:0034504	protein localization to nucleus
GO:0050671	positive regulation of lymphocyte proliferation
GO:0120254	olefinic compound metabolic process
GO:1903828	negative regulation of cellular protein localization
GO:2000779	regulation of double-strand break repair
GO:0015718	monocarboxylic acid transport
GO:0016064	immunoglobulin mediated immune response
GO:0018393	internal peptidyl-lysine acetylation
GO:0032652	regulation of interleukin-1 production
GO:0043537	negative regulation of blood vessel endothelial cell migration
GO:0048194	Golgi vesicle budding
GO:0048545	response to steroid hormone
GO:0051403	stress-activated MAPK cascade
GO:0051960	regulation of nervous system development
GO:0062013	positive regulation of small molecule metabolic process
GO:1901657	glycosyl compound metabolic process
GO:1903052	positive regulation of proteolysis involved in cellular protein catabolic process
GO:0009301	snRNA transcription
GO:0010923	negative regulation of phosphatase activity
GO:0010970	transport along microtubule
GO:0032204	regulation of telomere maintenance
GO:0032273	positive regulation of protein polymerization
GO:0043271	negative regulation of ion transport
GO:0046434	organophosphate catabolic process
GO:0046470	phosphatidylcholine metabolic process
GO:0050729	positive regulation of inflammatory response
GO:0060071	Wnt signaling pathway, planar cell polarity pathway
GO:1903531	negative regulation of secretion by cell
GO:0002832	negative regulation of response to biotic stimulus
GO:0006890	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum
GO:0007030	Golgi organization
GO:0016051	carbohydrate biosynthetic process
GO:0030330	DNA damage response, signal transduction by p53 class mediator
GO:0030833	regulation of actin filament polymerization
GO:0038061	NIK/NF-kappaB signaling
GO:0042795	snRNA transcription by RNA polymerase II
GO:0050808	synapse organization
GO:0051282	regulation of sequestering of calcium ion
GO:0051494	negative regulation of cytoskeleton organization
GO:0055067	monovalent inorganic cation homeostasis
GO:0060333	interferon-gamma-mediated signaling pathway
GO:1901184	regulation of ERBB signaling pathway
GO:1903076	regulation of protein localization to plasma membrane
GO:0002455	humoral immune response mediated by circulating immunoglobulin
GO:0006633	fatty acid biosynthetic process
GO:0007160	cell-matrix adhesion
GO:0007601	visual perception
GO:0008543	fibroblast growth factor receptor signaling pathway
GO:0010717	regulation of epithelial to mesenchymal transition
GO:0031333	negative regulation of protein-containing complex assembly
GO:0034340	response to type I interferon
GO:0042157	lipoprotein metabolic process
GO:0048199	vesicle targeting, to, from or within Golgi
GO:0051783	regulation of nuclear division
GO:0071158	positive regulation of cell cycle arrest
GO:0071482	cellular response to light stimulus
GO:1901532	regulation of hematopoietic progenitor cell differentiation
GO:0001937	negative regulation of endothelial cell proliferation
GO:0003018	vascular process in circulatory system
GO:0006275	regulation of DNA replication
GO:0006637	acyl-CoA metabolic process
GO:0007033	vacuole organization
GO:0016573	histone acetylation
GO:0031124	mRNA 3'-end processing
GO:0035383	thioester metabolic process
GO:0043470	regulation of carbohydrate catabolic process
GO:0043574	peroxisomal transport
GO:0044262	cellular carbohydrate metabolic process
GO:0048232	male gamete generation
GO:0055088	lipid homeostasis
GO:0071222	cellular response to lipopolysaccharide
GO:0072395	signal transduction involved in cell cycle checkpoint
GO:0072401	signal transduction involved in DNA integrity checkpoint
GO:0072422	signal transduction involved in DNA damage checkpoint
GO:0090114	COPII-coated vesicle budding
GO:1901222	regulation of NIK/NF-kappaB signaling
GO:1901989	positive regulation of cell cycle phase transition
GO:1904035	regulation of epithelial cell apoptotic process
GO:1905269	positive regulation of chromatin organization
GO:2001237	negative regulation of extrinsic apoptotic signaling pathway
GO:0006625	protein targeting to peroxisome
GO:0007283	spermatogenesis
GO:0019933	cAMP-mediated signaling
GO:0023061	signal release
GO:0031023	microtubule organizing center organization
GO:0032231	regulation of actin filament bundle assembly
GO:0055076	transition metal ion homeostasis
GO:0070252	actin-mediated cell contraction
GO:0071248	cellular response to metal ion
GO:0072662	protein localization to peroxisome
GO:0072663	establishment of protein localization to peroxisome
GO:0090559	regulation of membrane permeability
GO:1903555	regulation of tumor necrosis factor superfamily cytokine production
GO:0001906	cell killing
GO:0002819	regulation of adaptive immune response
GO:0006303	double-strand break repair via nonhomologous end joining
GO:0006353	DNA-templated transcription, termination
GO:0006901	vesicle coating
GO:0006958	complement activation, classical pathway
GO:0007088	regulation of mitotic nuclear division
GO:0007605	sensory perception of sound
GO:0042058	regulation of epidermal growth factor receptor signaling pathway
GO:0042147	retrograde transport, endosome to Golgi
GO:0043536	positive regulation of blood vessel endothelial cell migration
GO:0048259	regulation of receptor-mediated endocytosis
GO:0048598	embryonic morphogenesis
GO:0050954	sensory perception of mechanical stimulus
GO:0060337	type I interferon signaling pathway
GO:0061025	membrane fusion
GO:0071357	cellular response to type I interferon
GO:0071897	DNA biosynthetic process
GO:1900180	regulation of protein localization to nucleus
GO:0001816	cytokine production
GO:0002698	negative regulation of immune effector process
GO:0006941	striated muscle contraction
GO:0009062	fatty acid catabolic process
GO:0032680	regulation of tumor necrosis factor production
GO:0048010	vascular endothelial growth factor receptor signaling pathway
GO:0090049	regulation of cell migration involved in sprouting angiogenesis
GO:1902036	regulation of hematopoietic stem cell differentiation
GO:1902904	negative regulation of supramolecular fiber organization
GO:2001021	negative regulation of response to DNA damage stimulus
GO:0002695	negative regulation of leukocyte activation
GO:0006368	transcription elongation from RNA polymerase II promoter
GO:0007423	sensory organ development
GO:0008360	regulation of cell shape
GO:0010257	NADH dehydrogenase complex assembly
GO:0030004	cellular monovalent inorganic cation homeostasis
GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
GO:0032651	regulation of interleukin-1 beta production
GO:0032981	mitochondrial respiratory chain complex I assembly
GO:0033138	positive regulation of peptidyl-serine phosphorylation
GO:0042158	lipoprotein biosynthetic process
GO:0046782	regulation of viral transcription
GO:0048207	vesicle targeting, rough ER to cis-Golgi
GO:0048208	COPII vesicle coating
GO:0098739	import across plasma membrane
GO:0110020	regulation of actomyosin structure organization
GO:2001243	negative regulation of intrinsic apoptotic signaling pathway
GO:0001667	ameboidal-type cell migration
GO:0002690	positive regulation of leukocyte chemotaxis
GO:0006006	glucose metabolic process
GO:0006497	protein lipidation
GO:0018212	peptidyl-tyrosine modification
GO:0022617	extracellular matrix disassembly
GO:0034763	negative regulation of transmembrane transport
GO:0042110	T cell activation
GO:0045739	positive regulation of DNA repair
GO:0050830	defense response to Gram-positive bacterium
GO:1901215	negative regulation of neuron death
GO:1901800	positive regulation of proteasomal protein catabolic process
GO:1902652	secondary alcohol metabolic process
GO:1903038	negative regulation of leukocyte cell-cell adhesion
GO:1903321	negative regulation of protein modification by small protein conjugation or removal
GO:1904029	regulation of cyclin-dependent protein kinase activity
GO:0000725	recombinational repair
GO:0000910	cytokinesis
GO:0030148	sphingolipid biosynthetic process
GO:0034404	nucleobase-containing small molecule biosynthetic process
GO:0036503	ERAD pathway
GO:0050767	regulation of neurogenesis
GO:0051928	positive regulation of calcium ion transport
GO:0097006	regulation of plasma lipoprotein particle levels
GO:0097529	myeloid leukocyte migration
GO:1903825	organic acid transmembrane transport
GO:1904705	regulation of vascular associated smooth muscle cell proliferation
GO:1905897	regulation of response to endoplasmic reticulum stress
GO:0000041	transition metal ion transport
GO:0000724	double-strand break repair via homologous recombination
GO:0002700	regulation of production of molecular mediator of immune response
GO:0006110	regulation of glycolytic process
GO:0032481	positive regulation of type I interferon production
GO:0044766	multi-organism transport
GO:0044783	G1 DNA damage checkpoint
GO:0045814	negative regulation of gene expression, epigenetic
GO:0051492	regulation of stress fiber assembly
GO:0051592	response to calcium ion
GO:1902579	multi-organism localization
GO:1902930	regulation of alcohol biosynthetic process
GO:1905039	carboxylic acid transmembrane transport
GO:2000117	negative regulation of cysteine-type endopeptidase activity
GO:0002027	regulation of heart rate
GO:0006892	post-Golgi vesicle-mediated transport
GO:0007052	mitotic spindle organization
GO:0007098	centrosome cycle
GO:0008203	cholesterol metabolic process
GO:0009593	detection of chemical stimulus
GO:0010811	positive regulation of cell-substrate adhesion
GO:0016266	O-glycan processing
GO:0018108	peptidyl-tyrosine phosphorylation
GO:0031341	regulation of cell killing
GO:0031571	mitotic G1 DNA damage checkpoint
GO:0035304	regulation of protein dephosphorylation
GO:0038127	ERBB signaling pathway
GO:0043112	receptor metabolic process
GO:0044819	mitotic G1/S transition checkpoint
GO:0050829	defense response to Gram-negative bacterium
GO:0061640	cytoskeleton-dependent cytokinesis
GO:0072593	reactive oxygen species metabolic process
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity
GO:0003007	heart morphogenesis
GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process
GO:0015698	inorganic anion transport
GO:0032649	regulation of interferon-gamma production
GO:0045639	positive regulation of myeloid cell differentiation
GO:0045833	negative regulation of lipid metabolic process
