tissueType	cellName	symbol	gene
Heart	Erythroblasts	TMEM161A	54929
Heart	Erythroblasts	ZNF583	147949
Heart	Erythroblasts	ENPP4	22875
Heart	Visceral neurons	GATA3-AS1	399717
Heart	Visceral neurons	GAL	51083
Heart	Visceral neurons	CHRNA3	1136
Heart	Visceral neurons	PRPH	5630
Heart	Visceral neurons	PHOX2A	401
Heart	Visceral neurons	GALR1	2587
Heart	Visceral neurons	NXPH1	30010
Heart	Visceral neurons	TMC3	NA
Heart	Visceral neurons	DDC	1644
Heart	Visceral neurons	SST	6750
Heart	Visceral neurons	OPRM1	4988
Heart	Visceral neurons	PIRT	644139
Heart	Visceral neurons	NECAB2	54550
Heart	Visceral neurons	ECEL1	9427
Heart	Visceral neurons	SLC10A4	201780
Heart	Cardiomyocytes	RP11-439H8.4	NA
Heart	Cardiomyocytes	RNA5SP327	NA
Heart	Cardiomyocytes	CTD-2552K11.2	NA
Heart	Cardiomyocytes	Y_RNA	NA
Heart	Cardiomyocytes	AC018464.3	NA
Heart	Cardiomyocytes	HHATL	57467
Heart	Cardiomyocytes	BMP10	27302
Heart	Cardiomyocytes	RP11-461A8.4	NA
Heart	Cardiomyocytes	UGT2B4	7363
Heart	Cardiomyocytes	PRSS42	NA
Heart	Cardiomyocytes	WI2-1896O14.1	NA
Heart	Cardiomyocytes	FABP2	2169
Heart	Cardiomyocytes	EPN3	55040
Heart	Cardiomyocytes	RP11-406O23.2	NA
Heart	Cardiomyocytes	AC009878.2	NA
Heart	ELF3_AGBL2 positive cells	C1ORF194	NA
Heart	ELF3_AGBL2 positive cells	ZMYND10	51364
Heart	ELF3_AGBL2 positive cells	MS4A8	83661
Heart	ELF3_AGBL2 positive cells	IL20RA	53832
Heart	ELF3_AGBL2 positive cells	ELF3	1999
Heart	ELF3_AGBL2 positive cells	SCGB3A2	117156
Heart	ELF3_AGBL2 positive cells	EFCAB1	NA
Heart	ELF3_AGBL2 positive cells	SFTPB	6439
Heart	ELF3_AGBL2 positive cells	WDR65	NA
Heart	ELF3_AGBL2 positive cells	CP	1356
Heart	ELF3_AGBL2 positive cells	PIH1D2	120379
Heart	ELF3_AGBL2 positive cells	AGBL2	79841
Heart	ELF3_AGBL2 positive cells	SFTPC	6440
Heart	ELF3_AGBL2 positive cells	DNAH9	1770
Heart	ELF3_AGBL2 positive cells	MUC1	4582
Heart	CLC_IL5RA positive cells	FAM209A	200232
Heart	CLC_IL5RA positive cells	CERKL	NA
Heart	CLC_IL5RA positive cells	CLC	1178
Heart	CLC_IL5RA positive cells	PRG2	5553
Heart	CLC_IL5RA positive cells	MS4A3	932
Heart	CLC_IL5RA positive cells	IL5RA	3568
Heart	CLC_IL5RA positive cells	ZC2HC1C	79696
Heart	CLC_IL5RA positive cells	CTD-2620I22.1	NA
Heart	CLC_IL5RA positive cells	CTD-3032H12.2	NA
Heart	CLC_IL5RA positive cells	RP11-252E2.1	NA
Heart	CLC_IL5RA positive cells	AC011524.1	NA
Heart	CLC_IL5RA positive cells	S100A1	6271
Heart	CLC_IL5RA positive cells	Y_RNA	NA
Heart	CLC_IL5RA positive cells	LINC00407	NA
Heart	CLC_IL5RA positive cells	RP11-516C1.1	NA
Intestine	Erythroblasts	AHSP	51327
Intestine	Erythroblasts	SPTA1	6708
Intestine	Erythroblasts	HBG2	3048
Intestine	Erythroblasts	HBA2	NA
Intestine	Erythroblasts	HBM	3042
Intestine	Erythroblasts	HBG1	NA
Intestine	Erythroblasts	HBA1	NA
Intestine	Erythroblasts	SLC4A1	6521
Intestine	Erythroblasts	HBB	3043
Intestine	Erythroblasts	GYPA	2993
Intestine	Erythroblasts	HEMGN	55363
Intestine	Erythroblasts	HBZ	NA
Intestine	Erythroblasts	ALAS2	212
Intestine	Erythroblasts	MIR144	NA
Intestine	Erythroblasts	MYL4	4635
Intestine	Chromaffin cells	ARX	170302
Intestine	Chromaffin cells	NKX2-2	4821
Intestine	Chromaffin cells	CCK	885
Intestine	Chromaffin cells	CRYBA2	1412
Intestine	Chromaffin cells	NEUROD1	4760
Intestine	Chromaffin cells	FEV	54738
Intestine	Chromaffin cells	MLN	4295
Intestine	Chromaffin cells	ASIC5	51802
Intestine	Chromaffin cells	ONECUT3	390874
Intestine	Chromaffin cells	SST	6750
Intestine	Chromaffin cells	RP11-788H18.1	NA
Intestine	Chromaffin cells	PAX4	5078
Intestine	Chromaffin cells	KCNH6	81033
Intestine	Chromaffin cells	SSTR5	6755
Intestine	Chromaffin cells	PCSK1	5122
Intestine	Smooth muscle cells	ACTG2	72
Intestine	Smooth muscle cells	GREM2	64388
Intestine	Smooth muscle cells	CNN1	1264
Intestine	Smooth muscle cells	RP11-467I20.6	NA
Intestine	Smooth muscle cells	WIF1	11197
Intestine	Smooth muscle cells	TACR2	6865
Intestine	Smooth muscle cells	OVCH2	NA
Intestine	Smooth muscle cells	FRMD6-AS2	145438
Intestine	Smooth muscle cells	DES	1674
Intestine	Smooth muscle cells	MYH11	4629
Intestine	Smooth muscle cells	RP11-626H12.1	NA
Intestine	Smooth muscle cells	ANO1	55107
Intestine	Smooth muscle cells	CHRDL2	25884
Intestine	Smooth muscle cells	TAGLN	6876
Intestine	Smooth muscle cells	FBXL22	283807
Intestine	Myeloid cells	VSIG4	11326
Intestine	Myeloid cells	RPL32P1	NA
Intestine	Myeloid cells	CD207	50489
Intestine	Myeloid cells	AP000439.1	NA
Intestine	Myeloid cells	HCAR3	NA
Intestine	Myeloid cells	C5ORF20	NA
Intestine	Myeloid cells	AC010492.4	NA
Intestine	Myeloid cells	P2RY13	53829
Intestine	Myeloid cells	LILRB2	10288
Intestine	Myeloid cells	LILRB5	10990
Intestine	Myeloid cells	IL1B	3553
Intestine	Myeloid cells	C1QB	713
Intestine	Myeloid cells	CD163	9332
Intestine	Myeloid cells	C1QC	714
Intestine	Myeloid cells	DNASE1L3	1776
Intestine	Lymphoid cells	IL17A	3605
Intestine	Lymphoid cells	ICOS	29851
Intestine	Lymphoid cells	SH2D1A	4068
Intestine	Lymphoid cells	GZMK	3003
Intestine	Lymphoid cells	RP11-553L6.2	NA
Intestine	Lymphoid cells	TRGC1	NA
Intestine	Lymphoid cells	RP11-104L21.3	NA
Intestine	Lymphoid cells	TRDC	NA
Intestine	Lymphoid cells	GZMA	3001
Intestine	Lymphoid cells	VPREB1	7441
Intestine	Lymphoid cells	CCR4	1233
Intestine	Lymphoid cells	LTA	4049
Intestine	Lymphoid cells	NCR2	9436
Intestine	Lymphoid cells	CD247	919
Intestine	Lymphoid cells	RP11-94L15.2	NA
Intestine	Intestinal epithelial cells	UNC5CL	222643
Intestine	Intestinal epithelial cells	C1ORF177	NA
Intestine	Intestinal epithelial cells	TRIM31	11074
Intestine	Intestinal epithelial cells	LINC00955	NA
Intestine	Intestinal epithelial cells	RP3-417L20.4	NA
Intestine	Intestinal epithelial cells	HMGN1P20	NA
Intestine	Intestinal epithelial cells	ALPI	248
Intestine	Intestinal epithelial cells	RP11-395B7.2	NA
Intestine	Intestinal epithelial cells	EGFR-AS1	NA
Intestine	Intestinal epithelial cells	RP11-462G2.1	NA
Intestine	Intestinal epithelial cells	DEFB1	1672
Intestine	Intestinal epithelial cells	CA7	766
Intestine	Intestinal epithelial cells	RP11-468N14.13	NA
Intestine	Intestinal epithelial cells	ARL14	80117
Intestine	Intestinal epithelial cells	AC024592.9	NA
Intestine	ENS glia	SERPINA3	12
Intestine	ENS glia	RLBP1	6017
Intestine	ENS glia	GPR12	2835
Intestine	ENS glia	RP4-792G4.2	NA
Intestine	ENS glia	CDH19	28513
Intestine	ENS glia	COL20A1	57642
Intestine	ENS glia	SOX10	6663
Intestine	ENS glia	PLP1	5354
Intestine	ENS glia	SOX2	6657
Intestine	ENS glia	FOXD3	27022
Intestine	ENS glia	MPZ	4359
Intestine	ENS glia	BCAN	63827
Intestine	ENS glia	TFAP2A	7020
Intestine	ENS glia	SOX2-OT	347689
Intestine	ENS glia	PTPRZ1	5803
Intestine	ENS neurons	PDIA2	64714
Intestine	ENS neurons	RP11-672L10.2	NA
Intestine	ENS neurons	GRP	2922
Intestine	ENS neurons	DRGX	NA
Intestine	ENS neurons	GCGR	2642
Intestine	ENS neurons	SLC18A3	6572
Intestine	ENS neurons	PHOX2A	401
Intestine	ENS neurons	HECW1-IT1	NA
Intestine	ENS neurons	RP11-202H2.1	NA
Intestine	ENS neurons	IQCJ	NA
Intestine	ENS neurons	STMN4	81551
Intestine	ENS neurons	TTC9B	148014
Intestine	ENS neurons	GAL	51083
Intestine	ENS neurons	CEND1	51286
Intestine	ENS neurons	NEFL	4747
Intestine	Vascular endothelial cells	SOX17	64321
Intestine	Vascular endothelial cells	GPIHBP1	338328
Intestine	Vascular endothelial cells	PRND	23627
Intestine	Vascular endothelial cells	CLEC3B	7123
Intestine	Vascular endothelial cells	FLT1	2321
Intestine	Vascular endothelial cells	MMRN2	79812
Intestine	Vascular endothelial cells	BTNL9	153579
Intestine	Vascular endothelial cells	APLNR	187
Intestine	Vascular endothelial cells	LHX6	26468
Intestine	Vascular endothelial cells	NOTCH4	4855
Intestine	Vascular endothelial cells	RP11-3K16.2	NA
Intestine	Vascular endothelial cells	ESAM	90952
Intestine	Vascular endothelial cells	RP11-328D5.1	NA
Intestine	Vascular endothelial cells	ESM1	11082
Intestine	Vascular endothelial cells	GJA5	2702
Intestine	Stromal cells	RP11-13P5.2	NA
Intestine	Stromal cells	MSC	9242
Intestine	Stromal cells	RP1-283K11.3	NA
Intestine	Stromal cells	RP5-1077H22.1	NA
Intestine	Stromal cells	CTD-2541J13.1	NA
Intestine	Stromal cells	AC002511.2	NA
Intestine	Stromal cells	AC002511.3	NA
Intestine	Stromal cells	MMP27	64066
Intestine	Stromal cells	CTD-2334D19.1	NA
Intestine	Stromal cells	CXCL14	9547
Intestine	Stromal cells	FZD10	11211
Intestine	Stromal cells	PDGFRA	5156
Intestine	Stromal cells	AC003090.1	NA
Intestine	Stromal cells	RP1-288H2.4	NA
Intestine	Stromal cells	ITGA11	22801
Intestine	Mesothelial cells	AP000705.7	NA
Intestine	Mesothelial cells	HAS1	3036
Intestine	Mesothelial cells	TNNT1	7138
Intestine	Mesothelial cells	BNC1	646
Intestine	Mesothelial cells	DSC3	1825
Intestine	Mesothelial cells	WT1	7490
Intestine	Mesothelial cells	WNT10A	80326
Intestine	Mesothelial cells	C21orf62	56245
Intestine	Mesothelial cells	PTPRQ	NA
Intestine	Mesothelial cells	CEMP1	752014
Intestine	Mesothelial cells	C3	718
Intestine	Mesothelial cells	CRB2	286204
Intestine	Mesothelial cells	KLK11	11012
Intestine	Mesothelial cells	PHYHIP	9796
Intestine	Mesothelial cells	TGM1	7051
Intestine	Lymphatic endothelial cells	RP11-474N8.5	NA
Intestine	Lymphatic endothelial cells	TBX1	6899
Intestine	Lymphatic endothelial cells	STAB2	55576
Intestine	Lymphatic endothelial cells	CCL21	6366
Intestine	Lymphatic endothelial cells	LINC00636	285205
Intestine	Lymphatic endothelial cells	TSPEAR	54084
Intestine	Lymphatic endothelial cells	ART5	116969
Intestine	Lymphatic endothelial cells	CTC-236F12.4	NA
Intestine	Lymphatic endothelial cells	GPR1	NA
Intestine	Lymphatic endothelial cells	RP11-322E11.5	NA
Intestine	Lymphatic endothelial cells	MPP7	143098
Intestine	Lymphatic endothelial cells	Y_RNA	NA
Intestine	Lymphatic endothelial cells	ABCA4	24
Intestine	Lymphatic endothelial cells	PLIN5	440503
Intestine	Lymphatic endothelial cells	TP63	8626
Muscle	Megakaryocytes	PF4	5196
Muscle	Megakaryocytes	ITGA2B	3674
Muscle	Megakaryocytes	LIPH	200879
Muscle	Megakaryocytes	ELOVL7	79993
Muscle	Megakaryocytes	GP6	51206
Muscle	Megakaryocytes	ITGB3	3690
Muscle	Megakaryocytes	PTGS1	5742
Muscle	Megakaryocytes	RP11-480G7.1	NA
Muscle	Megakaryocytes	RP11-170N16.2	NA
Muscle	Megakaryocytes	C3ORF55	NA
Muscle	Megakaryocytes	RP4-655J12.4	NA
Muscle	Megakaryocytes	TUBB1	81027
Muscle	Megakaryocytes	DCLRE1A	9937
Muscle	Megakaryocytes	TMEM40	55287
Muscle	Megakaryocytes	GNAZ	2781
Muscle	Schwann cells	UGT8	7368
Muscle	Schwann cells	POU3F1	5453
Muscle	Schwann cells	PMP2	5375
Muscle	Schwann cells	GFRA3	2676
Muscle	Schwann cells	KCNC2	3747
Muscle	Schwann cells	MPZ	4359
Muscle	Schwann cells	SOX10	6663
Muscle	Schwann cells	PTPRZ1	5803
Muscle	Schwann cells	COL20A1	57642
Muscle	Schwann cells	LINC01037	NA
Muscle	Schwann cells	BCAN	63827
Muscle	Schwann cells	C2orf72	257407
Muscle	Schwann cells	C10orf82	143379
Muscle	Schwann cells	RP11-946L20.2	NA
Muscle	Schwann cells	MAG	4099
Muscle	Lymphatic endothelial cells	NTS	4922
Muscle	Lymphatic endothelial cells	TFF3	7033
Muscle	Lymphatic endothelial cells	CCL21	6366
Muscle	Lymphatic endothelial cells	STAB2	55576
Muscle	Lymphatic endothelial cells	PTX3	5806
Muscle	Lymphatic endothelial cells	PCLO	27445
Muscle	Lymphatic endothelial cells	IL7	3574
Muscle	Lymphatic endothelial cells	P4HA3	283208
Muscle	Lymphatic endothelial cells	C6orf141	135398
Muscle	Lymphatic endothelial cells	PIK3C2G	5288
Muscle	Lymphatic endothelial cells	ASGR2	433
Muscle	Lymphatic endothelial cells	ANKRD36BP2	645784
Muscle	Lymphatic endothelial cells	NALCN	259232
Muscle	Lymphatic endothelial cells	FAM26F	NA
Muscle	Lymphatic endothelial cells	NHLRC1	NA
Muscle	Erythroblasts	RHAG	6005
Muscle	Erythroblasts	GYPA	2993
Muscle	Erythroblasts	AHSP	51327
Muscle	Erythroblasts	GYPB	2994
Muscle	Erythroblasts	HBZ	NA
Muscle	Erythroblasts	ALAS2	212
Muscle	Erythroblasts	SLC4A1	6521
Muscle	Erythroblasts	SLC14A1	6563
Muscle	Erythroblasts	EIF5AP2	NA
Muscle	Erythroblasts	HBM	3042
Muscle	Erythroblasts	HBA1	NA
Muscle	Erythroblasts	EPB42	2038
Muscle	Erythroblasts	RP11-57H12.2	NA
Muscle	Erythroblasts	ALS2CR12	NA
Muscle	Erythroblasts	SLC25A37	51312
Muscle	Skeletal muscle cells	RP11-755O11.2	NA
Muscle	Skeletal muscle cells	ASB15	142685
Muscle	Skeletal muscle cells	RP11-456H18.2	NA
Muscle	Skeletal muscle cells	RPL7P3	NA
Muscle	Skeletal muscle cells	PVALB	5816
Muscle	Skeletal muscle cells	RN7SL365P	NA
Muscle	Skeletal muscle cells	RP11-432J24.5	NA
Muscle	Skeletal muscle cells	C8ORF22	NA
Muscle	Skeletal muscle cells	ASB10	136371
Muscle	Skeletal muscle cells	RP5-921G16.2	NA
Muscle	Skeletal muscle cells	CLDN9	9080
Muscle	Skeletal muscle cells	RP5-1039K5.13	NA
Muscle	Skeletal muscle cells	AC137723.5	NA
Muscle	Skeletal muscle cells	RP11-255G21.1	NA
Muscle	Skeletal muscle cells	AC093063.2	NA
Muscle	Stromal cells	WSCD2	9671
Muscle	Stromal cells	C13ORF45	NA
Muscle	Stromal cells	LINC00645	100505967
Muscle	Stromal cells	RP1-300G12.2	NA
Muscle	Stromal cells	RP11-217C7.1	NA
Muscle	Stromal cells	RP11-332E3.2	NA
Muscle	Stromal cells	RP11-473E2.4	NA
Muscle	Stromal cells	CTD-2555C10.3	NA
Muscle	Stromal cells	RP11-342A23.1	NA
Muscle	Stromal cells	WNT10B	7480
Muscle	Stromal cells	ACKR4	NA
Muscle	Stromal cells	DIO3	1735
Muscle	Stromal cells	CCDC129	NA
Muscle	Stromal cells	ZCCHC5	NA
Muscle	Stromal cells	RP11-38H17.1	NA
Muscle	Satellite cells	AC004014.3	NA
Muscle	Satellite cells	MYEOV	26579
Muscle	Satellite cells	TACR3	6870
Muscle	Satellite cells	GDPD4	NA
Muscle	Satellite cells	USP44	84101
Muscle	Satellite cells	RGR	5995
Muscle	Satellite cells	RP11-320P7.2	NA
Muscle	Satellite cells	FAM132B	NA
Muscle	Satellite cells	GPR123	NA
Muscle	Satellite cells	CTB-175P5.4	NA
Muscle	Satellite cells	ENPP7P10	NA
Muscle	Satellite cells	CHRDL2	25884
Muscle	Satellite cells	PAX7	5081
Muscle	Satellite cells	RP11-706J10.1	NA
Muscle	Satellite cells	MAPK15	225689
Muscle	Vascular endothelial cells	MIR4454	NA
Muscle	Vascular endothelial cells	SLC5A4	6527
Muscle	Vascular endothelial cells	AL118508.1	NA
Muscle	Vascular endothelial cells	CA4	762
Muscle	Vascular endothelial cells	RP11-206M11.7	NA
Muscle	Vascular endothelial cells	PRSS51	NA
Muscle	Vascular endothelial cells	NOS3	4846
Muscle	Vascular endothelial cells	GRIN2A	2903
Muscle	Vascular endothelial cells	GFRAL	NA
Muscle	Vascular endothelial cells	CD300LG	146894
Muscle	Vascular endothelial cells	MADCAM1	8174
Muscle	Vascular endothelial cells	RP11-327L3.3	NA
Muscle	Vascular endothelial cells	C1QTNF9	338872
Muscle	Vascular endothelial cells	ANO2	57101
Muscle	Vascular endothelial cells	AP001597.1	NA
Muscle	Smooth muscle cells	OR51E2	81285
Muscle	Smooth muscle cells	AC131025.8	NA
Muscle	Smooth muscle cells	ADORA2B	136
Muscle	Smooth muscle cells	MYH11	4629
Muscle	Smooth muscle cells	SLC38A11	151258
Muscle	Smooth muscle cells	MIR143HG	NA
Muscle	Smooth muscle cells	MIR145	NA
Muscle	Smooth muscle cells	RP11-1101K5.1	NA
Muscle	Smooth muscle cells	P2RX3	5024
Muscle	Smooth muscle cells	GPR176	11245
Muscle	Smooth muscle cells	ANO1	55107
Muscle	Smooth muscle cells	OR51E1	143503
Muscle	Smooth muscle cells	CORIN	10699
Muscle	Smooth muscle cells	CACNA1C-IT3	NA
Muscle	Smooth muscle cells	TMC4	147798
Muscle	Myeloid cells	FCN1	2219
Muscle	Myeloid cells	MS4A4E	NA
Muscle	Myeloid cells	TMPRSS4-AS1	NA
Muscle	Myeloid cells	CD86	942
Muscle	Myeloid cells	FLT3	2322
Muscle	Myeloid cells	P2RY13	53829
Muscle	Myeloid cells	IL10RA	3587
Muscle	Myeloid cells	FOLR2	2350
Muscle	Myeloid cells	MNDA	4332
Muscle	Myeloid cells	HLA-DQB1	3119
Muscle	Myeloid cells	MS4A4A	51338
Muscle	Myeloid cells	AMICA1	NA
Muscle	Myeloid cells	CYTH4	27128
Muscle	Myeloid cells	MS4A6A	64231
Muscle	Myeloid cells	CFP	5199
Muscle	Lymphoid cells	IL7R	3575
Muscle	Lymphoid cells	CD8A	925
Muscle	Lymphoid cells	NKG7	4818
Muscle	Lymphoid cells	CD247	919
Muscle	Lymphoid cells	NCR1	9437
Muscle	Lymphoid cells	RP11-61O1.1	NA
Muscle	Lymphoid cells	TRAC	NA
Muscle	Lymphoid cells	CD3E	916
Muscle	Lymphoid cells	ITK	3702
Muscle	Lymphoid cells	CD2	914
Muscle	Lymphoid cells	MATK	4145
Muscle	Lymphoid cells	RP11-444A22.1	NA
Muscle	Lymphoid cells	SYTL1	84958
Muscle	Lymphoid cells	IL2RB	3560
Muscle	Lymphoid cells	GZMA	3001
Placenta	PAEP_MECOM positive cells	RP11-98L5.2	NA
Placenta	PAEP_MECOM positive cells	AC104654.1	NA
Placenta	PAEP_MECOM positive cells	PAEP	5047
Placenta	PAEP_MECOM positive cells	RP11-274B18.4	NA
Placenta	PAEP_MECOM positive cells	PIGR	5284
Placenta	PAEP_MECOM positive cells	TSPAN1	10103
Placenta	PAEP_MECOM positive cells	AC012593.1	NA
Placenta	PAEP_MECOM positive cells	RP11-510D19.1	NA
Placenta	PAEP_MECOM positive cells	POU5F1	NA
Placenta	PAEP_MECOM positive cells	UGT2B7	NA
Placenta	PAEP_MECOM positive cells	DEFB1	1672
Placenta	PAEP_MECOM positive cells	RP11-697E22.2	NA
Placenta	PAEP_MECOM positive cells	SLC18A2	6571
Placenta	PAEP_MECOM positive cells	PAX8	7849
Placenta	PAEP_MECOM positive cells	SLPI	6590
Placenta	AFP_ALB positive cells	SLC2A2	6514
Placenta	AFP_ALB positive cells	ALB	213
Placenta	AFP_ALB positive cells	APOB	338
Placenta	AFP_ALB positive cells	AFP	174
Placenta	AFP_ALB positive cells	ITIH2	3698
Placenta	AFP_ALB positive cells	F2	2147
Placenta	AFP_ALB positive cells	MAT1A	4143
Placenta	AFP_ALB positive cells	APOC3	345
Placenta	AFP_ALB positive cells	SERPINC1	462
Placenta	AFP_ALB positive cells	FABP1	2168
Placenta	AFP_ALB positive cells	APOA2	336
Placenta	AFP_ALB positive cells	AHSG	197
Placenta	AFP_ALB positive cells	SERPINA10	51156
Placenta	AFP_ALB positive cells	SLC38A3	10991
Placenta	AFP_ALB positive cells	SERPINA4	5267
Placenta	Extravillous trophoblasts	AC022596.6	NA
Placenta	Extravillous trophoblasts	GKN1	56287
Placenta	Extravillous trophoblasts	CILP2	148113
Placenta	Extravillous trophoblasts	LINC00330	144817
Placenta	Extravillous trophoblasts	PDE6H	5149
Placenta	Extravillous trophoblasts	PRG2	5553
Placenta	Extravillous trophoblasts	RP11-872D17.8	NA
Placenta	Extravillous trophoblasts	HLA-G	3135
Placenta	Extravillous trophoblasts	ASCL2	430
Placenta	Extravillous trophoblasts	NOTUM	147111
Placenta	Extravillous trophoblasts	AC006262.5	NA
Placenta	Extravillous trophoblasts	DAW1	164781
Placenta	Extravillous trophoblasts	NOG	9241
Placenta	Extravillous trophoblasts	TAC3	6866
Placenta	Extravillous trophoblasts	RP11-420L9.4	NA
Placenta	Lymphoid cells	IGJ	NA
Placenta	Lymphoid cells	IGHM	NA
Placenta	Lymphoid cells	KLRC3	3823
Placenta	Lymphoid cells	GZMH	2999
Placenta	Lymphoid cells	PTGDR	5729
Placenta	Lymphoid cells	IGHGP	NA
Placenta	Lymphoid cells	IKZF3	22806
Placenta	Lymphoid cells	IFNG-AS1	NA
Placenta	Lymphoid cells	TIGIT	201633
Placenta	Lymphoid cells	KLRC2	NA
Placenta	Lymphoid cells	LCK	3932
Placenta	Lymphoid cells	ANKRD36BP2	645784
Placenta	Lymphoid cells	TNFRSF18	8784
Placenta	Lymphoid cells	IGHG3	NA
Placenta	Lymphoid cells	LINC00861	NA
Placenta	Trophoblast giant cells	CCK	885
Placenta	Trophoblast giant cells	CTA-833B7.2	NA
Placenta	Trophoblast giant cells	PSG1	5669
Placenta	Trophoblast giant cells	CGB	NA
Placenta	Trophoblast giant cells	CSH2	1443
Placenta	Trophoblast giant cells	PSG6	NA
Placenta	Trophoblast giant cells	KISS1	3814
Placenta	Trophoblast giant cells	INHBA	3624
Placenta	Trophoblast giant cells	GH2	2689
Placenta	Trophoblast giant cells	PSG9	5678
Placenta	Trophoblast giant cells	CRH	1392
Placenta	Trophoblast giant cells	PSG8	NA
Placenta	Trophoblast giant cells	RP11-76E12.1	NA
Placenta	Trophoblast giant cells	PSG4	5672
Placenta	Trophoblast giant cells	TREML3P	NA
Placenta	Smooth muscle cells	RP11-162G9.1	NA
Placenta	Smooth muscle cells	FAM162B	221303
Placenta	Smooth muscle cells	WNT3A	NA
Placenta	Smooth muscle cells	AFF2	2334
Placenta	Smooth muscle cells	CDH19	28513
Placenta	Smooth muscle cells	SCN11A	11280
Placenta	Smooth muscle cells	GPR20	2843
Placenta	Smooth muscle cells	COX4I2	84701
Placenta	Smooth muscle cells	AGTR1	185
Placenta	Smooth muscle cells	ADAMTS20	80070
Placenta	Smooth muscle cells	RP11-123O22.1	NA
Placenta	Smooth muscle cells	HIGD1B	51751
Placenta	Smooth muscle cells	AC020571.3	NA
Placenta	Smooth muscle cells	COLEC10	10584
Placenta	Smooth muscle cells	KCNK17	89822
Placenta	IGFBP1_DKK1 positive cells	RP3-404K8.2	NA
Placenta	IGFBP1_DKK1 positive cells	RP11-486P11.1	NA
Placenta	IGFBP1_DKK1 positive cells	FOXL2	668
Placenta	IGFBP1_DKK1 positive cells	WT1	7490
Placenta	IGFBP1_DKK1 positive cells	RP11-171A24.3	NA
Placenta	IGFBP1_DKK1 positive cells	SCARA5	286133
Placenta	IGFBP1_DKK1 positive cells	LRRN4CL	221091
Placenta	IGFBP1_DKK1 positive cells	S100A3	6274
Placenta	IGFBP1_DKK1 positive cells	WT1-AS	NA
Placenta	IGFBP1_DKK1 positive cells	PRL	5617
Placenta	IGFBP1_DKK1 positive cells	WNT4	54361
Placenta	IGFBP1_DKK1 positive cells	AC012065.7	NA
Placenta	IGFBP1_DKK1 positive cells	APOD	347
Placenta	IGFBP1_DKK1 positive cells	BRINP2	57795
Placenta	IGFBP1_DKK1 positive cells	RORB	6096
Placenta	Stromal cells	AP006285.6	NA
Placenta	Stromal cells	AC002451.1	NA
Placenta	Stromal cells	RP11-99L13.2	NA
Placenta	Stromal cells	RP1-79C4.4	NA
Placenta	Stromal cells	MMP23B	NA
Placenta	Stromal cells	RP11-248N22.2	NA
Placenta	Stromal cells	LA16C-380H5.4	NA
Placenta	Stromal cells	MIR218-1	NA
Placenta	Stromal cells	C8ORF87	NA
Placenta	Stromal cells	SNORD113	NA
Placenta	Stromal cells	RP11-74M11.2	NA
Placenta	Stromal cells	HSD3BP2	NA
Placenta	Stromal cells	AP001605.4	NA
Placenta	Stromal cells	LINC00314	246705
Placenta	Stromal cells	AC007394.3	NA
Placenta	Vascular endothelial cells	RP11-1028N23.4	NA
Placenta	Vascular endothelial cells	RP11-297H3.3	NA
Placenta	Vascular endothelial cells	AC007743.1	NA
Placenta	Vascular endothelial cells	RP11-327L3.3	NA
Placenta	Vascular endothelial cells	CD34	947
Placenta	Vascular endothelial cells	ARHGEF15	22899
Placenta	Vascular endothelial cells	CXORF36	NA
Placenta	Vascular endothelial cells	LRRC36	55282
Placenta	Vascular endothelial cells	SOX7	83595
Placenta	Vascular endothelial cells	RP11-328D5.1	NA
Placenta	Vascular endothelial cells	NTS	4922
Placenta	Vascular endothelial cells	CDRT1	NA
Placenta	Vascular endothelial cells	LINC01049	NA
Placenta	Vascular endothelial cells	ROBO4	54538
Placenta	Vascular endothelial cells	HS3ST3A1	9955
Placenta	Syncytiotrophoblasts and villous cytotrophoblasts	CTD-2050E21.1	NA
Placenta	Syncytiotrophoblasts and villous cytotrophoblasts	POTEKP	NA
Placenta	Syncytiotrophoblasts and villous cytotrophoblasts	RP11-344B2.3	NA
Placenta	Syncytiotrophoblasts and villous cytotrophoblasts	RP11-366M4.3	NA
Placenta	Syncytiotrophoblasts and villous cytotrophoblasts	RP11-2A4.4	NA
Placenta	Syncytiotrophoblasts and villous cytotrophoblasts	RP11-483F11.7	NA
Placenta	Syncytiotrophoblasts and villous cytotrophoblasts	FTLP14	NA
Placenta	Syncytiotrophoblasts and villous cytotrophoblasts	RP11-718G2.5	NA
Placenta	Syncytiotrophoblasts and villous cytotrophoblasts	RP11-18D7.3	NA
Placenta	Syncytiotrophoblasts and villous cytotrophoblasts	CLCA2	9635
Placenta	Syncytiotrophoblasts and villous cytotrophoblasts	KB-1440D3.13	NA
Placenta	Syncytiotrophoblasts and villous cytotrophoblasts	CTBP2P8	NA
Placenta	Syncytiotrophoblasts and villous cytotrophoblasts	RP11-359P18.1	NA
Placenta	Syncytiotrophoblasts and villous cytotrophoblasts	HSPD1P6	NA
Placenta	Syncytiotrophoblasts and villous cytotrophoblasts	AC124861.1	NA
Placenta	Myeloid cells	SIGLEC10	89790
Placenta	Myeloid cells	RP11-1143G9.4	NA
Placenta	Myeloid cells	LYZ	4069
Placenta	Myeloid cells	ADAMDEC1	27299
Placenta	Myeloid cells	LILRB2	10288
Placenta	Myeloid cells	HLA-DRB5	NA
Placenta	Myeloid cells	SDS	10993
