gene	chromosome	chromosome_hg19	map_location
100129329	NA	NA	16p12.3
100129331	NA	NA	9q13
100129332	NA	NA	9q32
100129337	NA	NA	10p12.31
100129339	NA	NA	16p13.3
100129340	NA	NA	9q22.1
100129344	NA	NA	4p16.1
100129345	14	14	14q32.2
100129347	9	9	9q22.2
100129348	NA	NA	1p22.3
100129351	NA	NA	16p11.1
100129352	NA	NA	9q34.11
100129354	3	3	3p21.31
100129355	NA	NA	18p11.31
100129357	NA	NA	17q25.3
100129358	NA	NA	22q11.23
100129361	CHR_HSCHR12_3_CTG2__12__CHR_HSCHR12_2_CTG2	NA	12p13.2
100129367	NA	NA	8q24.23
100129368	NA	NA	Xq27.3
100129370	NA	NA	8q23.2
100129374	NA	NA	5q23.1
100129375	NA	NA	2q22.1
100129377	NA	NA	8q22.3
100129379	NA	NA	9p13.3
100129381	NA	NA	1p36.33
100129382	NA	NA	11p14.3
100129384	NA	NA	11p11.12
100129385	9	9	9p22.3
100129387	15	15	15q21.2
100129391	NA	NA	19p13.2
100129394	NA	NA	19p13.13
100129396	17	17	17p11.2
100129398	NA	NA	8p12
100129401	NA	NA	7q31.32
100129402	NA	NA	1q24.2
100129403	NA	NA	3q26.1
100129404	NA	NA	8p21.2
100129405	NA	NA	1q22
100129407	X	HG1438_PATCH__X__X	Xq13.1
100129418	NA	NA	2p22.2
100129421	NA	NA	1q25.3
100129422	NA	NA	6q22.31
100129423	NA	NA	3q26.32
100129424	7	7	7q22.1
100129427	7	7	7p12.1
100129428	NA	NA	1p13.3
100129434	2	2	2p16.1
100129438	NA	NA	Xq11.1
100129452	NA	NA	13q13.2
100129454	NA	NA	5q33.3
100129455	NA	NA	2q31.1
100129456	NA	NA	2q31.1
100129457	NA	NA	5q35.3
100129459	NA	NA	13q31.1
100129460	7	7	7p14.3
100129461	6	6	6p25.1
100129464	NA	NA	Xp22.33
100129468	NA	NA	18p11.31
100129471	NA	NA	11q22.1
100129472	NA	NA	11q14.2
100129478	NA	NA	16p13.3
100129480	3	3	3p25.2
100129482	10	10	10q11.21
100129483	NA	NA	Xp22.2
100129484	7	7	7p22.1
100129487	NA	NA	Xp22.33
100129492	NA	NA	1p34.1
100129497	NA	NA	1p34.3
100129503	NA	NA	17q25.3
100129507	NA	NA	19q12
100129512	NA	NA	8q22.3
100129515	X	HG1443_HG1444_PATCH__X	Xq26.3
100129516	3__3	3__3	3q29
100129517	NA	NA	7q36.3
100129518	6	6	6q25.3
100129520	X	NA	Xq25
100129526	NA	NA	5q23.1
100129527	NA	NA	8q21.11
100129528	12	12	12q24.33
100129534	1	1	1p36.32
100129540	NA	NA	15q25.1
100129542	NA	NA	17q23.1
100129543	19	19	19p12
100129550	3	3	3q21.1
100129552	NA	NA	10q23.2
100129553	NA	NA	7q22.3
100129554	NA	NA	6q24.1
100129555	NA	NA	3q11.1
100129556	NA	NA	18q11.2
100129557	NA	NA	3p12.2
100129561	NA	NA	10q21.3
100129564	NA	NA	5q14.3
100129566	NA	NA	5q13.3
100129570	NA	NA	1q31.3
100129573	NA	NA	1q25.3
100129574	NA	NA	5q11.2
100129575	NA	NA	1q25.3
100129577	NA	NA	6q24.1
100129583	4	4__4	4q21.1
100129584	NA	NA	18q21.33
100129586	NA	NA	1q21.2
100129587	NA	NA	7q11.21
100129589	NA	NA	12q21.31
100129591	NA	NA	12q24.31
100129594	NA	NA	2q23.2
100129595	NA	NA	13q12.13
100129597	13	13	13q14.2
100129599	NA	NA	7p14.3
100129601	NA	NA	9q21.13
100129603	NA	NA	7p22.2
100129604	NA	NA	10p11.1
100129606	NA	NA	7p15.2
100129607	NA	NA	11q12.1
100129611	NA	NA	1p36.21
100129616	NA	NA	6p22.3
100129617	NA	NA	16q23.3
100129618	NA	NA	3p25.1
100129620	1	1	1p21.3
100129622	NA	NA	10q11.21
100129626	NA	NA	6p25.2
100129627	NA	NA	16p11.1
100129629	NA	NA	11q14.1
100129631	NA	NA	16p11.2
100129634	NA	NA	7p21.3
100129636	NA	NA	6p22.1
100129640	NA	NA	12p13.2
100129641	NA	NA	12p13.31
100129643	NA	NA	22q11.23
100129645	NA	NA	12p13.32
100129646	NA	NA	12p11.22
100129647	NA	NA	22q13.33
100129649	NA	NA	12q21.2
100129650	NA	NA	19q13.11
100129654	8	8	8q13.1
100129657	NA	NA	3q29
100129661	NA	NA	Xq28
100129662	X	X	Xq26.3
100129664	NA	NA	1q41
100129667	NA	NA	8q11.23
100129669	9	9	9p21.3
100129670	NA	NA	11p12
100129672	NA	NA	11p11.12
100129682	NA	NA	19p13.2
100129683	NA	NA	17p11.1
100129685	NA	NA	17p13.2
100129687	NA	NA	15q13.1
100129690	NA	NA	1q23.1
100129692	NA	NA	Xq12
100129693	NA	NA	4q22.1
100129694	NA	NA	6q16.3
100129696	NA	NA	3q22.1
100129697	16	NA	16q24.3
100129706	NA	NA	6q23.2
100129707	NA	NA	3q13.33
100129708	NA	NA	Xp11.22
100129714	NA	NA	4q25
100129716	NA	NA	5q14.3
100129718	NA	NA	2p21
100129722	NA	NA	9q34.3
100129723	NA	NA	Xq23
100129724	NA	NA	2p23.3
100129725	NA	NA	3q28
100129726	NA	NA	2p21
100129727	NA	NA	3q21.3
100129728	NA	NA	4q12
100129731	NA	NA	10q23.33
100129732	NA	NA	10q25.2
100129734	NA	NA	1q25.2
100129736	NA	NA	3q11.2
100129738	NA	NA	1q23.3
100129739	NA	NA	12q24.13
100129742	NA	NA	2q24.2
100129743	NA	NA	2q33.2
100129755	NA	NA	6p22.1
100129761	NA	NA	6p24.1
100129769	NA	NA	18p11.22
100129772	NA	NA	6p22.1
100129774	NA	NA	18p11.32
100129776	NA	NA	1p36.23
100129777	NA	NA	14q11.2
100129779	NA	NA	11q13.3
100129781	16	16	16p13.12
100129782	NA	NA	14q23.2
100129784	NA	NA	6p12.1
100129792	5	5	5p12
100129793	NA	NA	9q33.2
100129794	NA	NA	14q13.3
100129795	NA	NA	11q13.4
100129796	NA	NA	19q13.43
100129799	NA	NA	12q13.11
100129800	19	19	19q13.11
100129801	NA	NA	17q25.3
100129808	NA	NA	3q29
100129813	NA	NA	Xq26.3
100129815	NA	NA	8q23.1
100129818	NA	NA	Xq23
100129819	NA	NA	2q21.1
100129824	NA	NA	7q36.3
100129827	11	11	11p15.4
100129830	NA	NA	15q21.1
100129836	13	13	13q34
100129842	19	19__HG730_PATCH	19p12
100129843	NA	NA	Xq21.1
100129844	NA	NA	6q24.1
100129845	7	7	7q22.1
100129847	NA	NA	6q15
100129851	NA	NA	Xp11.4
100129853	NA	NA	10q21.3
100129854	NA	NA	6q16.3
100129856	NA	NA	7q34
100129858	4	4	4q31.1
100129861	NA	NA	8p23.2
100129863	NA	NA	2p12
100129866	NA	NA	1q23.1
100129867	NA	NA	18q21.33
100129871	NA	NA	7q21.3
100129878	NA	NA	18q21.1
100129880	NA	NA	12q23.2
100129882	NA	NA	12q24.11
100129902	NA	NA	4p15.2
100129905	NA	NA	11q23.3
100129917	4	4	4p16.3
100129919	NA	NA	1p32.3
100129920	NA	NA	11q13.4
100129921	NA	NA	6p21.33
100129923	NA	NA	14q11.2
100129924	1	1	1p34.2
100129926	NA	NA	1p36.11
100129928	NA	NA	14q23.2
100129929	NA	NA	3p25.2
100129930	NA	NA	6p12.1
100129931	4	4	4p16.1
100129933	NA	NA	11q12.1
100129934	NA	NA	6p21.1
100129935	19	19	19q13.2
100129937	NA	NA	12p12.1
100129939	NA	NA	22q13.31
100129940	NA	NA	12q14.3
100129941	NA	NA	12q14.2
100129942	NA	NA	15q26.1
100129947	NA	NA	Xq25
100129948	NA	NA	1q32.3
100129949	NA	NA	1q43
100129952	NA	NA	1q43
100129955	NA	NA	2q22.2
100129956	NA	NA	Xq28
100129957	NA	NA	4q34.1
100129958	NA	NA	6q26
100129959	NA	NA	5q22.3
100129960	NA	NA	8q13.3
100129961	2	2	2q21.3
100129966	NA	NA	11p15.1
100129969	9	NA	9p13.3
100129972	NA	NA	15q22.2
100129973	NA	NA	15q21.2
100129975	NA	NA	19p13.2
100129976	NA	NA	19p12
100129982	NA	NA	2p21
100129983	NA	NA	4q12
100129989	NA	NA	3q13.13
100129991	NA	NA	2p12
100129994	NA	NA	Xq11.2
100129995	NA	NA	2p23.2
100129996	NA	NA	6q25.2
100129997	NA	NA	Xp11.21
100129998	NA	NA	10q25.3
10013	X	HG1436_HG1432_PATCH__X	Xp11.23
100130001	NA	NA	5q11.2
100130002	NA	NA	3q21.1
100130003	NA	NA	18q21.2
100130006	NA	NA	1q25.2
100130009	NA	NA	2p13.1
100130011	NA	NA	3q25.2
100130014	NA	NA	9q34.3
100130015	16	16	16q24.3
100130017	4	4	4q13.2
100130018	NA	NA	1q21.1
100130026	NA	NA	2q33.1
100130027	NA	NA	8q24.3
100130029	NA	NA	13q12.12
100130034	NA	NA	1p21.2
100130035	NA	NA	Xp22.13
100130038	NA	NA	11q14.3
100130042	NA	NA	5p13.1
100130043	NA	NA	11q14.2
100130044	NA	NA	16q13
100130048	NA	NA	14q24.3
100130049	NA	NA	9q21.33
100130052	NA	NA	Xp21.3
100130059	NA	NA	16p11.1
100130060	NA	NA	16q21
100130063	NA	NA	5p15.31
100130064	NA	NA	3p22.1
100130066	NA	NA	11q14.1
100130067	NA	NA	4p15.32
100130070	NA	NA	4p15.2
100130072	NA	NA	4p16.1
100130073	NA	NA	12p13.2
100130074	NA	NA	12p13.31
100130075	12	12	12q15
100130079	NA	NA	22q12.2
100130086	X	HG1459_PATCH__HG1459_PATCH__X__X	Xq28
100130088	NA	NA	5q33.2
100130090	NA	NA	Xq24
100130097	NA	NA	NA
100130099	NA	NA	1q43
100130102	NA	NA	2q14.3
100130105	NA	NA	11p11.12
100130106	NA	NA	17q23.2
100130108	NA	NA	19p12
100130109	NA	NA	19p13.3
100130110	NA	NA	17p12
100130111	15	15	15q13.1
100130114	NA	NA	17q12
100130117	NA	NA	13q31.1
100130119	NA	NA	13q13.3
100130121	NA	NA	7p11.2
100130134	NA	NA	Xq21.31
100130137	NA	NA	1q31.2
100130139	NA	NA	3p22.2
100130148	NA	NA	17q21.31
100130155	8	8	8q12.3
100130158	NA	NA	8q24.13
100130167	NA	NA	13q32.2
100130170	NA	NA	Xq26.1
100130171	NA	NA	2q31.1
100130172	NA	NA	5q31.2
100130176	NA	NA	Xq22.2
100130177	NA	NA	5q33.3
100130178	NA	NA	4q31.21
100130180	NA	NA	16q11.2
100130183	NA	NA	Xq26.2
100130187	NA	NA	7q33
100130190	NA	NA	Xq26.3
100130192	NA	NA	19q13.11
100130196	NA	NA	1p31.3
100130197	1	1	1p33
100130203	NA	NA	11q14.3
100130204	NA	NA	3p12.3
100130207	NA	NA	3p26.2
100130209	NA	NA	2p12
100130210	NA	NA	7p11.2
100130211	NA	NA	Xq21.2
100130225	NA	NA	8q13.3
100130231	8	8	8q24.13
100130233	NA	NA	Xp21.1
100130234	NA	NA	7p21.1
100130235	NA	NA	1p21.3
100130238	NA	NA	12q24.33
100130239	NA	NA	9p21.3
100130240	NA	NA	21q22.11
100130247	NA	NA	18p11.32
100130249	NA	NA	1q42.3
100130251	NA	NA	1q41
100130253	NA	NA	10q23.31
100130256	2	2	2q31.1
100130259	NA	NA	Xq26.1
100130260	NA	NA	5q32
100130264	20	20	20p11.23
100130265	NA	NA	5q23.3
100130268	NA	NA	12q21.1
100130270	NA	NA	1p31.3
100130274	8__CHR_HSCHR8_3_CTG7	8__HG104_HG975_PATCH	8q24.3
100130275	6	6	6p24.3
100130277	NA	NA	Yp11.2
100130279	NA	NA	4q21.1
100130283	NA	NA	16p13.2
100130286	NA	NA	3p24.1
100130289	NA	NA	1q32.1
100130298	8	8	8q12.2
100130299	NA	NA	8q11.21
100130300	NA	NA	8q11.23
100130301	8	NA	8q21.11
100130302	NA	NA	Xp22.11
100130307	NA	NA	7p22.1
100130310	NA	NA	21q21.2
100130311	17	17	17p13.2
100130313	NA	NA	13q32.3
100130316	NA	NA	5q23.2
100130319	NA	NA	10q25.3
100130321	NA	NA	8p23.3
100130326	NA	NA	3p12.1
100130327	NA	NA	3p11.1
100130329	NA	NA	18p11.21
100130331	1	1	1q43
100130335	NA	NA	3q13.33
100130338	NA	NA	22q11.1
100130342	19	19	19q13.11
100130345	NA	NA	3p14.2
100130347	NA	NA	4q13.1
100130348	11	11	11q13.1
100130353	NA	NA	11q23.3
100130357	6	NA	6p24.1
100130359	NA	NA	Xp11.3
100130361	X	NA	Xq13.1
100130368	NA	NA	17q24.3
100130370	17	NA	17q25.3
100130373	20	20	20q11.23
100130374	NA	NA	20q13.12
100130376	NA	NA	8q24.21
100130383	NA	NA	1p13.2
100130384	NA	NA	11p15.3
100130386	13	13	13q34
100130388	NA	NA	2q13
100130391	NA	NA	2q11.2
100130392	NA	NA	8p22
100130394	NA	NA	5q35.1
100130396	NA	NA	4q31.23
100130400	NA	NA	10q21.3
100130402	NA	NA	6q22.33
100130403	NA	NA	6p12.1
100130405	NA	NA	14q32.32
100130409	NA	NA	10q25.1
100130417	NA	NA	1p36.33
100130418	22	22	22q11.1
100130435	NA	NA	Xq21.33
100130437	NA	NA	15q22.31
100130446	NA	NA	7q36.3
100130447	NA	NA	2q33.2
100130448	NA	NA	8q24.13
100130449	2	NA	2q37.3
100130450	NA	NA	2q37.3
100130451	2	NA	2q34
100130452	NA	NA	2q33.1
100130455	NA	NA	1p22.2
100130459	NA	NA	4p16.3
100130460	11	11	11p15.4
100130461	NA	NA	Xp22.2
100130462	NA	NA	13q21.1
100130466	NA	NA	1q42.13
100130476	6	6	6q23.3
100130480	18	18	18p11.31
100130481	NA	NA	3q28
100130484	NA	NA	3q11.2
100130485	NA	NA	1q42.3
100130487	NA	NA	18p11.21
100130488	NA	NA	2q11.1
100130490	NA	NA	19q13.43
100130495	NA	NA	15q26.1
100130497	NA	NA	1p31.3
100130500	NA	NA	Xq21.33
100130514	NA	NA	5q11.2
100130519	19	19	19p13.11
100130520	17	NA	17q25.1
100130522	NA	NA	18q23
100130523	NA	NA	2q34
100130524	NA	NA	8q22.1
100130528	NA	NA	5p13.3
100130531	NA	NA	1p22.1
100130532	NA	NA	4p14
100130535	NA	NA	6q22.32
100130537	NA	NA	4q31.22
100130539	10	NA	10q11.21
100130548	9	9	9q34.2
100130549	NA	NA	2q14.3
100130550	NA	NA	3q22.1
100130555	NA	NA	12q21.32
100130557	1	1	1p34.2
100130561	NA	NA	22q12.1
100130562	NA	NA	12q24.23
100130564	NA	NA	9q22.33
100130566	NA	NA	16p13.3
100130571	NA	NA	14q11.2
100130572	NA	NA	7q21.11
100130574	NA	NA	5q11.2
100130579	NA	NA	15q24.1
100130581	17	17	17q21.31
100130582	NA	NA	12p13.31
100130584	NA	NA	19p13.3
100130587	20	20	20q13.33
100130600	NA	NA	7q32.1
100130602	NA	NA	16q12.1
100130603	NA	NA	16p11.2
100130606	NA	NA	6p21.1
100130607	NA	NA	Xq26.3
100130612	NA	NA	8p21.1
100130613	X	X	Xq25
100130618	NA	NA	7q31.32
100130620	NA	NA	Xq26.3
100130621	NA	NA	Xq26.3
100130624	NA	NA	22q12.1
100130626	NA	NA	1p31.3
100130630	NA	NA	1p31.1
100130631	NA	NA	12q23.3
100130632	NA	NA	19q13.11
100130636	NA	NA	9q21.32
100130637	NA	NA	1q25.2
100130639	NA	NA	5q13.1
100130640	NA	NA	Xq11.2
100130649	NA	NA	2p11.2
100130660	NA	NA	15q14
100130664	NA	NA	16q24.3
100130671	NA	NA	9p21.3
100130673	7	7	7p14.3
100130674	NA	NA	4p15.1
100130676	NA	NA	5p13.1
100130677	NA	NA	13q21.31
100130680	NA	NA	7q31.2
100130682	NA	NA	2q23.1
100130683	NA	NA	6q21
100130684	NA	NA	Xq26.1
100130687	NA	NA	5q23.1
100130691	2	2	2q31.2
100130693	NA	NA	2q21.1
100130698	NA	NA	10q22.3
100130699	NA	NA	5q23.1
100130700	16	16	16p11.1
100130701	NA	NA	3q13.33
100130704	NA	NA	7q32.3
100130705	7	NA	7q32.1
100130708	NA	NA	22q13.31
100130714	NA	NA	1p34.1
100130717	22	22	22q11.1
100130718	NA	NA	13q14.3
100130719	NA	NA	1q23.3
100130721	NA	NA	7q11.21
100130724	NA	NA	Xq12
100130731	NA	NA	2p25.1
100130733	5	5	5q12.1
100130742	8	8	8q21.3
100130744	NA	NA	5p15.2
100130746	NA	NA	5p14.2
100130747	NA	NA	11p14.3
100130748	NA	NA	5p15.33
100130750	NA	NA	9p13.3
100130756	NA	NA	6p21.33
100130758	NA	NA	3q25.31
100130760	NA	NA	3q21.3
100130766	NA	NA	2q24.1
100130771	7	NA	7q22.3
100130775	NA	NA	12q23.2
100130776	NA	NA	12q14.1
100130782	NA	NA	2p14
100130783	NA	NA	11q24.3
100130785	NA	NA	3p24.3
100130786	NA	NA	5q14.3
100130792	NA	NA	12p11.22
100130794	NA	NA	17q11.2
100130799	NA	NA	18q21.2
100130801	NA	NA	9p23
100130802	NA	NA	1p22.1
100130803	NA	NA	5p13.3
100130820	NA	NA	6q23.2
100130821	NA	NA	3p12.2
100130823	NA	NA	3q22.1
100130827	19	19	19q13.42
100130841	NA	NA	2p24.1
100130842	NA	NA	2p22.3
100130843	NA	NA	Xq21.1
100130848	NA	NA	Yp11.2
100130849	7__HG736_PATCH	7__HG736_PATCH	7p11.2
100130854	NA	NA	19p13.2
100130855	15	15	15q22.31
100130861	NA	NA	8q11.1
100130866	NA	NA	9p21.3
100130871	NA	NA	9p13.1
100130872	4	4	4p16.3
100130873	NA	NA	9p24.2
100130879	NA	NA	10q22.3
100130880	7	NA	7q33
100130881	NA	NA	10q11.21
100130887	10	10	10q26.13
100130889	6__HSCHR6_MHC_COX__HSCHR6_MHC_DBB__HSCHR6_MHC_MANN__HSCHR6_MHC_MCF__HSCHR6_MHC_QBL__HSCHR6_MHC_SSTO	6__HSCHR6_MHC_COX__HSCHR6_MHC_DBB__HSCHR6_MHC_MANN__HSCHR6_MHC_MCF__HSCHR6_MHC_QBL__HSCHR6_MHC_SSTO	6p21.33
100130890	6	NA	6q16.2
100130891	NA	NA	8p21.1
100130892	NA	NA	7q31.1
100130894	16	16	16q22.1
100130898	NA	NA	3q26.33
100130909	NA	NA	7p11.2
100130922	NA	NA	Xq21.1
100130923	NA	NA	11q14.2
100130929	NA	NA	17q21.33
100130932	NA	NA	19p13.12
100130933	17	17	17q25.1
100130934	NA	NA	20q13.12
100130935	HG1497_PATCH__X	HG1497_PATCH__X	Xq28
100130936	NA	NA	20q12
100130950	17	17	17p13.2
100130954	9	9	9q34.3
100130958	16	16	16q23.1
100130962	NA	NA	10q22.1
100130963	NA	NA	3q11.2
100130964	8	8	8p11.22
100130967	6	6	6q25.3
100130968	NA	NA	5q23.1
100130970	NA	NA	10q23.33
100130972	NA	NA	7q34
100130980	NA	NA	9q31.1
100130983	NA	NA	10p15.1
100130987	NA	NA	11q13.2
100130988	7	7	7p12.2
100130990	NA	NA	5q11.2
100130992	10	10	10p12.31
100130994	NA	NA	6p22.3
100130995	NA	NA	4q25
100130996	NA	NA	1q25.3
100131011	NA	NA	18q22.1
100131012	NA	NA	7q36.1
100131013	NA	NA	8q12.1
100131017	7	NA	7p22.1
100131020	NA	NA	11p12
100131027	NA	NA	13q21.1
100131029	NA	NA	Xq23
100131031	NA	NA	6p21.2
100131033	NA	NA	5q33.2
100131036	NA	NA	18p11.21
100131038	NA	NA	4q32.1
100131041	NA	NA	6q24.2
100131046	NA	NA	16p12.3
100131047	6	6	6p21.2
100131051	NA	NA	2q32.1
100131055	NA	NA	12q21.32
100131060	1	1	1p32.1
100131065	NA	NA	7q11.21
100131067	5	5	5q14.1
100131068	NA	NA	NA
100131069	NA	NA	Xq13.1
100131072	NA	NA	Xq21.33
100131078	NA	NA	11q14.2
100131080	NA	NA	16p13.2
100131083	NA	NA	3p14.3
100131084	NA	NA	10p11.23
100131085	NA	NA	2p22.2
100131087	NA	NA	17p12
100131089	15	15	15q15.1
100131092	NA	NA	17q22
100131094	19	NA	19p13.3
100131096	17	17	17q25.3
100131103	NA	NA	Xp11.3
100131107	1	NA	1q21.3
100131114	NA	NA	2q12.2
100131117	3	3	3q13.31
100131118	NA	NA	16p11.2
100131124	NA	NA	6q15
100131126	NA	NA	16q23.1
100131127	NA	NA	8p21.1
100131130	NA	NA	5q31.1
100131135	NA	NA	4q32.2
100131137	19	19	19q13.33
100131138	12	12	12q24.11
100131141	NA	NA	19q11
100131143	NA	NA	1p36.23
100131146	NA	NA	8q24.3
100131151	NA	NA	3p14.1
100131158	NA	NA	4q25
100131159	NA	NA	6p22.3
100131160	NA	NA	5q14.1
100131161	NA	NA	4q21.21
100131173	NA	NA	5q35.3
100131176	7	7	7q36.1
100131183	NA	NA	7p14.1
100131187	1	1	1q23.3
100131188	NA	NA	13q33.1
100131189	NA	NA	13q22.2
100131193	9	9	9q34.3
100131196	NA	NA	9q33.2
100131200	NA	NA	Xq23
100131205	7	7	1q32.3
100131206	NA	NA	6p21.1
100131207	NA	NA	2q23.3
100131208	20	20	20p12.2
100131211	2	2	2q32.2
100131213	NA	NA	10q22.2
100131216	NA	NA	3q26.32
100131223	NA	NA	1p35.3
100131229	NA	NA	6p23
100131230	NA	NA	3p22.3
100131233	NA	NA	11q21
100131234	1	1	1q32.1
100131236	NA	NA	5q14.3
100131241	NA	NA	17q24.3
100131244	15	15	15q15.1
100131246	NA	NA	15q15.1
100131250	NA	NA	15q15.2
100131252	NA	NA	8q21.11
100131254	NA	NA	8q11.23
100131257	NA	NA	7p22.1
100131261	NA	NA	1p12
100131264	NA	NA	7p22.2
100131268	NA	NA	21q22.11
100131279	NA	NA	16p11.1
100131280	NA	NA	5q22.1
100131281	NA	NA	Xq23
100131284	NA	NA	2q14.3
100131286	NA	NA	6q21
100131289	NA	NA	6p22.1
100131291	NA	NA	1p31.1
100131294	NA	NA	12q13.2
100131302	NA	NA	14q11.2
100131303	16	NA	16q22.1
100131306	NA	NA	19p12
100131309	NA	NA	4p12
100131315	15	15	15q13.3
100131320	2	2	2q21.1
100131327	NA	NA	3p21.31
100131328	NA	NA	10p12.1
100131333	NA	NA	8q23.2
100131338	NA	NA	10q25.3
100131339	NA	NA	8q21.3
100131340	NA	NA	Xq21.32
100131347	17	17	17q12
100131348	NA	NA	1p21.1
100131358	NA	NA	Xq25
100131360	NA	NA	3q29
100131366	14	14	14q32.32
100131369	NA	NA	12p11.1
100131370	NA	NA	10q23.31
100131374	NA	NA	Yq11.21
100131378	11	11	11p13
100131379	NA	NA	14q22.3
100131387	NA	NA	17q12
100131388	NA	NA	19q13.31
100131390	2	2	2q31.1
100131393	NA	NA	2q23.3
100131395	NA	NA	8p23.3
100131396	NA	NA	10q11.22
100131411	NA	NA	5q13.3
100131415	NA	NA	4p16.3
100131418	NA	NA	12p12.1
100131425	NA	NA	7p21.1
100131429	NA	NA	4q28.3
100131434	X	X	Xq28
100131439	17	17	17q25.1
100131440	NA	NA	4q25
100131441	NA	NA	4q13.1
100131442	NA	NA	3q11.2
100131448	NA	NA	Xq22.3
100131451	NA	NA	1p35.1
100131454	17	17	17p13.3
100131457	NA	NA	11q14.2
100131465	NA	NA	1q44
100131467	NA	NA	8q22.3
100131469	NA	NA	Xp11.22
100131471	NA	NA	6q24.2
100131472	NA	NA	7p21.3
100131478	NA	NA	2q33.2
100131479	NA	NA	19p12
100131481	NA	NA	2q31.1
100131482	NA	NA	2q31.3
100131493	NA	NA	Xq25
100131495	NA	NA	1p31.1
100131496	NA	NA	20q13.12
100131520	NA	NA	5q33.2
100131526	NA	NA	10q22.2
100131527	NA	NA	3q12.1
100131528	NA	NA	12q14.3
100131529	NA	NA	12q23.1
100131532	NA	NA	6q27
100131533	NA	NA	1q44
100131535	NA	NA	10q26.3
100131536	NA	NA	22q12.3
100131539	11	12	11q13.4
100131546	NA	NA	2q37.1
100131548	NA	NA	3q26.1
100131550	NA	NA	13q11
100131551	NA	NA	3q29
100131553	NA	NA	4q34.1
100131556	NA	NA	Xq13.1
100131557	NA	NA	11p14.3
100131561	NA	NA	13q32.3
100131562	NA	NA	2q31.1
100131564	1	1	1p22.1
100131565	NA	NA	8p22
100131568	NA	NA	3p14.1
100131572	NA	NA	1p34.3
100131577	NA	NA	2q13
100131593	NA	NA	8q22.3
100131597	NA	NA	11p15.4
100131604	NA	NA	2q24.2
100131608	CHR_HG76_PATCH__8__CHR_HSCHR8_3_CTG1	8__8	8p23.1
100131609	NA	NA	6p21.32
100131611	NA	NA	4q26
100131614	NA	NA	19p13.2
100131616	NA	NA	1p31.1
100131617	NA	NA	Xq26.3
100131623	NA	NA	15q14
100131624	NA	NA	2q12.3
100131625	NA	NA	9q22.33
100131626	NA	NA	11q23.3
100131629	NA	NA	9q31.1
100131635	NA	NA	3q27.3
100131638	NA	NA	Xq11.2
100131641	NA	NA	16p11.2
100131655	NA	NA	18q23
100131656	NA	NA	Xp11.4
100131661	NA	NA	19p13.3
100131671	NA	NA	3p22.3
100131672	NA	NA	9q31.3
100131676	NA	NA	12p13.31
100131678	NA	NA	5p14.1
100131680	NA	NA	6q14.1
100131685	NA	NA	3q28
100131688	NA	NA	16p11.2
100131689	NA	NA	14q22.1
100131691	19	19	19q13.43
100131693	NA	NA	17q21.33
100131695	NA	NA	2q32.2
100131711	NA	NA	3p22.3
100131713	NA	NA	3p22.2
100131725	NA	NA	1q42.3
100131726	8	8	8q24.13
100131730	NA	NA	11p14.1
100131733	12	12	12q24.11
100131736	NA	NA	2q24.2
100131740	NA	NA	5q33.2
100131743	NA	NA	5q33.3
100131747	NA	NA	1q32.1
100131755	X	HG1439_PATCH__X	Xq22.1
100131759	NA	NA	1p31.3
100131760	NA	NA	9p11.1
100131761	NA	NA	6p22.3
100131770	NA	NA	8q13.1
100131775	NA	NA	8q22.1
100131777	NA	NA	16q13
100131779	NA	NA	12q24.31
100131784	NA	NA	17q22
100131785	NA	NA	7q22.3
100131787	NA	NA	1q25.1
100131788	NA	NA	10q21.3
100131789	NA	NA	8p11.1
100131796	NA	NA	15q22.33
100131797	NA	NA	15q21.1
100131800	NA	NA	13q31.1
100131801	19	19	19p13.2
100131805	NA	NA	6p22.3
100131810	NA	NA	1q43
100131814	6	6	6q23.3
100131816	X	X	Xq21.1
100131823	NA	NA	17q21.33
100131825	1	1	1q23.2
100131827	3	3	3p12.3
100131828	NA	NA	4q26
100131832	NA	NA	2q14.3
100131842	NA	NA	11q14.2
100131846	NA	NA	Xp11.21
100131849	NA	NA	8q22.2
100131852	NA	NA	2p16.3
100131855	NA	NA	9p21.1
100131859	NA	NA	7q22.1
100131863	NA	NA	3q12.3
100131866	NA	NA	1q32.1
100131868	NA	NA	3q29
100131874	NA	NA	1p31.3
100131877	NA	NA	9q32
100131879	NA	NA	9q31.1
100131881	NA	NA	3p21.31
100131884	NA	NA	4q26
100131890	NA	NA	6q13
100131893	NA	NA	9p23
100131897	5	5	5q35.1
100131899	NA	NA	6p21.2
100131902	21	21	21q22.11
100131905	NA	NA	12q12
100131913	NA	NA	6p22.3
100131918	NA	NA	1q42.13
100131921	NA	NA	4q28.3
100131924	NA	NA	Xq11.2
100131932	NA	NA	7q33
100131934	NA	NA	19q13.43
100131935	NA	NA	6q11.1
100131939	NA	NA	1q31.1
100131940	NA	NA	4q21.1
100131943	NA	NA	17p11.2
100131945	NA	NA	5q13.2
100131947	NA	NA	10p12.33
100131950	NA	NA	14q24.3
100131953	NA	NA	2p16.1
100131956	NA	NA	6q16.2
100131958	NA	NA	8q24.21
100131961	NA	NA	1q32.2
100131962	NA	NA	1q21.1
100131964	NA	NA	7q11.23
100131971	NA	NA	18q21.32
100131977	NA	NA	3q27.1
