gene	chromosome	map_location
100505738	5	5p15.31
100505739	8	8q13.2
100505741	1	1p22.3
100505746	21	21q22.3
100505761	10	10q24.32
100505768	1	1p22.3
100505771	20	20q13.33
100505774	2	2p23.2
100505776	18	18q22.3
100505783	20	20q13.12
100505795	1	1q23.3
100505797	18	18q22.3
100505806	5	5p15.31
100505811	5	5q23.1
100505812	19	19q13.33
100505817	18	18q22.3
100505824	1	1q21.2
100505826	20	20q13.12
100505835	19	19q12
100505841	5	5q23.2
100505845	5	5p15.2
100505851	19	19p12
100505853	18	18q23
100505854	7	7q11.23
100505865	16	16q21
100505869	10	10q25.1
100505874	20	NA
100505875	4	4q21.21
100505876	2	2p22.2
100505878	5	5q14.3
100505879	6	6q27
100505881	7	7q21.11
100505887	1	1p36.31
100505890	10	10q25.1
100505893	4	4p15.31
100505894	5	5q14.3
100505909	17	17q25.3
100505918	1	1q24.2
100505920	3	3q29
100505921	7	7p21.3
100505938	7	7p21.3
100505948	16	16p11.2
100505964	2	2p25.3
100505967	14	14q12
100505975	1	1p36.23
100505978	12	12q23.3
100505984	2	2q24.2
100505985	6	6p12.3
100505989	4	4q32.3
100505993	9	9q34.3
100505994	5	5q14.3
100505996	13	13q34
100506007	1	1p21.2
100506012	19	19q13.32
100506013	4	4q32.3
100506025	7	7p21.2
100506033	19	19q13.33
100506035	4	4q21.21
100506036	2	2q11.2
100506046	1	1q25.1
100506047	2	2p21
100506049	7	7p21.1
100506054	2	2p25.3
100506060	16	16q22.1
100506068	19	19q13.32
100506070	18	18q23
100506071	14	14q12
100506076	2	2q11.2
100506082	11	11p15.4
100506083	16	16q22.1
100506085	4	4q33
100506098	7	7p21.1
100506100	9	9q34.11
100506107	4	4q33
100506108	2	2p21
100506113	11	11q13.5
100506115	20	20q13.13
100506122	4	4q34.1
100506123	2	2q11.2
100506124	2	2q24.3
100506125	12	12q13.12
100506126	10	10q26.11
100506127	11	11q13.5
100506134	2	2q24.3
100506142	2	2p21
100506144	1	1p34.3
100506159	12	12p13.31
100506161	1	1q41
100506164	X	Xq28
100506172	16	16q22.3
100506175	20	20q13.13
100506178	7	7p15.3
100506190	9	9q34.11
100506195	22	22q12.3
100506207	6	6p24.3
100506211	11	11p15.5
100506215	21	21q22.11
100506229	4	4q35.1
100506233	11	11q14.1
100506235	2	2p16.3
100506237	14	14q13.3
100506241	22	22q12.3
100506243	3	3p22.1
100506248	2	12p13.2
100506258	11	11p15.4
100506271	22	22q13.1
100506272	4	4q35.2
100506274	2	2p25.1
100506281	16	16q23.1
100506282	11	11q14.1
100506286	2	2q11.2
100506289	7	7p15.2
100506299	2	2p25.1
100506302	7	7q36.3
100506305	11	11p15.3
100506311	7	7p15.2
100506314	12	12p13.1
100506321	14	14q23.3
100506334	21	21q22.11
100506343	1	1p13.2
100506365	8	8q21.3
100506368	11	11q14.2
100506374	19	19q13.43
100506376	1	1p36.33
100506377	3	NA
100506380	7	7q36.3
100506384	20	20q13.32
100506385	21	21q22.12
100506392	1	1p13.2
100506393	12	12p12.2
100506394	13	13q34
100506403	21	21q22.12
100506405	2	2p25.1
100506406	5	5p13.2
100506409	6	6p24.2
100506411	14	14q24.2
100506412	14	14q21.2
100506413	7	7q31.1
100506421	2	2q12.1
100506422	9	9p21.2
100506428	21	21q22.12
100506433	14	14q21.3
100506443	1	1q42.12
100506444	4	4q12
100506446	14	14q21.3
100506451	12	12p12.1
100506457	2	2p24.3
100506462	4	4q12
100506465	12	12q24.13
100506469	19	19q13.12
100506470	20	20q13.33
100506474	2	2p24.3
100506475	5	5p13.2-p13.1
100506476	14	14q24.3
100506489	7	7q31.2
100506492	21	21q22.2
100506495	5	5p13.1
100506497	7	7p14.3
100506498	14	14q24.3
100506526	5	5q12.1
100506527	7	7q22.1
100506530	15	15q22.2
100506532	9	9q34.2-q34.3
100506540	11	11p15.1
100506542	16	16q24.1
100506551	12	12q24.22
100506555	3	3q13.13
100506564	4	4q12
100506581	16	16q24.2
100506585	7	7q36.3
100506599	9	9q34.3
100506603	14	14q24.3
100506606	12	12p11.22
100506621	3	3q13.2
100506637	3	3p21.31
100506639	5	5p12
100506649	12	12q24.23
100506650	17	17q22
100506655	16	16p12.1
100506660	12	12p11.21
100506668	12	12q24.31
100506674	5	5p12
100506677	17	17q12
100506679	22	22q13.2
100506680	13	13q12.12
100506681	6	6p22.3
100506682	7	7q31.33
100506686	15	15q23
100506688	5	5p15.33
100506691	12	12q24.31
100506696	1	1q32.1
100506697	13	13q12.12
100506700	14	14q31.1
100506710	9	9p13.2
100506714	22	22q13.31
100506724	3	3q13.31
100506725	7	7p14.2
100506731	14	14q31.3
100506733	10	10q11.23
100506736	17	17q12
100506737	22	22q13.31
100506742	11	11q22.3
100506746	4	4q21.3
100506749	2	2q37.2
100506755	17	17p13.1
100506757	X	Xq26.3
100506759	13	13q14.11
100506765	3	3q13.32
100506779	17	17q22
100506783	2	2q31.1
100506791	5	5p15.33
100506795	1	1q42.2
100506797	2	2q14.2
100506801	1	1p36.12
100506804	6	6q14.1
100506810	1	1q42.3
100506826	3	3q21.1
100506827	4	4p13
100506834	9	9q21.33
100506835	10	10q11.21
100506840	3	3p21.2
100506866	2	2q31.2
100506869	12	12q14.1
100506874	15	15q25.2
100506881	7	7q32.3
100506885	6	6p22.3
100506888	18	18q21.1
100506895	7	7p13
100506898	17	17p13.1
100506907	3	3q21.3
100506929	1	1q43
100506930	19	19q13.12
100506937	7	7q32.3
100506963	1	1p36.11
100506974	17	17p12
100506985	1	1p36.11
100506994	3	3p14.2
100506999	14	14q32.13
100507002	17	17q24.1
100507003	19	19q13.33
100507008	10	10q21.1
100507012	4	4q22.3
100507027	10	10q21.2
100507032	3	3q22.1
100507034	10	10p15.2
100507040	13	NA
100507043	14	14q32.2
100507050	11	11q13.4
100507053	4	4q23
100507055	12	12q24.33
100507056	8	8q24.21
100507057	3	3q29
100507058	10	10q21.2
100507059	10	10p15.1
100507062	3	3p14.1
100507064	13	13q12.3
100507065	12	12q14.3
100507066	12	12q24.31
100507071	8	8p21.3
100507073	2	2p14
100507086	3	3q29
100507091	12	12q24.31
100507096	4	4q24
100507098	3	3p14.1
100507099	13	13q13.1
100507114	13	13q13.3
100507118	15	15q26.1
100507127	10	10p14
100507140	2	2q33.1
100507143	10	10p14
100507144	11	11p13
100507156	8	8p21.3
100507163	10	10p14
100507170	X	Xq24
100507171	2	2p13.1
100507175	12	12q15
100507194	6	6p25.2
100507201	2	2p12
100507203	6	6q23.1
100507206	12	12q24.32
100507210	3	3q22.2
100507217	15	15q26.1
100507218	17	17q25.1
100507221	16	16p11.2
100507246	17	17q25.1
100507250	12	12q15
100507254	6	6q23.2
100507257	14	14q32.31
100507261	11	11p11.2
100507266	4	4p16.2
100507274	3	3q22.3
100507277	14	14q32.31
100507283	11	11q24.2
100507290	19	19q13.42
100507291	3	3q23
100507297	3	3q29
100507300	11	11p11.2
100507303	16	16p13.3
100507316	8	8q24.3
100507321	16	16p13.3
100507331	10	10q22.2
100507334	2	2q13
100507341	8	8p12
100507347	10	10p13
100507351	17	17q25.3
100507373	19	19p13.12
100507377	12	12q21.1
100507381	6	6q13
100507384	11	11p11.2
100507387	5	5q35.2
100507388	4	4q13.3
100507389	3	3q23
100507391	3	3q29
100507392	11	11q24.3
100507398	13	13q14.3
100507401	11	11p11.2
100507406	6	6q23.3
100507421	7	7q34
100507423	1	1p33
100507428	13	13q14.3
100507431	11	11q24.3
100507433	19	19q13.12
100507435	8	8p23.3
100507458	16	16p13.3
100507459	20	20p13
100507461	3	3q24
100507462	6	6q24.1
100507464	8	8q11.21
100507466	15	15q14
100507468	7	7q11.22
100507472	15	15q26.3
100507475	2	2q34
100507480	15	15q14
100507489	6	6q24.2
100507495	20	20p13
100507500	7	7p11.2
100507501	16	16p13.3
100507506	6	6p25.2
100507513	14	14q11.2
100507521	11	11q12.3
100507524	3	3q25.2
100507527	19	19q12
100507528	4	4q28.3
100507530	8	8p23.1
100507533	13	13q32.1
100507534	16	16q12.1
100507537	3	3q25.2
100507540	9	9q21.13
100507557	6	6q24.3
100507560	12	12p13.32
100507562	2	2p24.1
100507564	1	1p32.3
100507567	19	19p13.2
100507582	3	3p26.1
100507584	6	6p21.31
100507588	19	19p13.2
100507589	16	16p13.3
100507600	2	2q21.3
100507602	5	5q35.3
100507605	10	10p12.1
100507607	16	16p11.2
100507616	12	12q22
100507629	20	20p12.3
100507632	8	8q12.1
100507633	10	10q23.32
100507639	4	4q31.21
100507642	7	7p22.3
100507650	14	14q11.2
100507651	8	8q12.1
100507657	22	22q12.1
100507661	3	3q26.2
100507674	10	10q23.33
100507679	6	6p21.33
100508631	4	4p14
100509620	2	2q11.1
100509894	13	13q14.13
10051	3	3q25.33
10052	17	17q21.31
100526664	2	2q24.2
100526693	3	3p25.3
100526694	9	9q31.1
100526737	11	11q13.2
100526739	1	1p36.22
100526740	7	7q22.1
100526760	3	3p21.2
100526761	13	13q13.3
100526767	2	2p11.2
100526771	11	11q23.3
100526772	3	3p21.1
100526773	20	20q13.12
100526783	15	15q26.1
100526794	2	2p24.2
100526820	6	6q26
100526830	16	16p11.2
100526831	16	16p11.2
100526832	2	2q31.1
100526835	1	1p31.1
100526842	18	18q21.1
100527943	20	20q11.23
100527949	7	7q36.1
100527950	1	1p34.3
100527963	1	1q22
100527964	1	1q25.2
100527978	1	1p21.3
100528017	11	11p15.1
100528020	17	17q21.31
100528021	15	15q25.1
100528030	12	12q21.33
100528032	12	12p13.2
100528062	X	Xq22.1
100529063	14	14q11.2
100529097	X	Xq22.1
100529145	17	17q25.1
100529209	17	17p13.1
100529215	19	19p13.2
100529239	6	6p21.31
100529240	19	19q13.41
100529241	2	2q33.1
100529251	16	16q21
100529257	14	14q24.2
100529261	14	14q23.3
10053	19	19p13.2
100532726	11	11q14.1
100532731	10	10p12.2
100533106	8	8q24.13
100533178	Y	Yq11.223
100533181	11	11q23.3
100533182	4	4q25
100533183	12	12q24.31
100533467	13	13q33.1
100533483	15	15q21.3
100533496	17	17p12
100533952	7	7p22.1
100533955	17	17p13.1
100533975	7	20q13.32
100533997	X	Xq28
100534012	1	1q21.3
100534592	7	7p13
100534599	3	3q21.3
10054	19	19q13.11
10055	19	19q13.32
100551499	21	21q22.11
10056	2	2q36.1
10057	3	3q27.1
10058	2	2q35
10059	12	12p11.21
1006	16	16q21
10060	12	12p12.1
100616109	6	6q15
100616110	13	13q33.1
100616111	4	4q35.1
100616112	3	3p21.31
100616114	9	9q31.3
100616115	8	8p11.21
100616116	7	7p22.3
100616117	7	7q22.1
100616118	11	11p15.1
100616119	11	11q25
100616120	1	1p36.13
100616125	17	17p12
100616126	11	11p15.5
100616127	3	3q27.1
100616128	10	10q23.31
100616129	3	3q13.13
100616130	18	18p11.21
100616131	9	9q34.3
100616132	17	17q12
100616133	12	12q21.31
100616134	20	20q11.22
100616138	3	3p21.2
100616139	18	18q11.2
100616140	14	14q32.12
100616141	1	1q43
100616142	5	5p15.31
100616143	22	22q13.31
100616144	X	Xq22.3
100616146	22	22q13.1
100616147	X	Xp11.3
100616148	21	21q22.2
100616149	15	15q22.31
100616150	16	16q23.2
100616151	10	10p13
100616152	5	5q13.2
100616153	17	17q12
100616154	6	6q25.3
100616157	2	2q12.1
100616158	14	14q24.3
100616159	2	2p11.2
100616160	7	7p22.3
100616161	3	3p11.2
100616163	19	19q13.2
100616164	1	1p35.2
100616166	3	3q13.31
100616167	16	16q24.3
100616168	19	19q13.43
100616169	8	8q22.1
100616172	16	16q23.1
100616173	14	14q32.33
100616174	6	6q15
100616175	5	5q23.3
100616176	14	14q23.3
100616178	6	6p21.1
100616179	12	12q24.23
100616180	6	6q24.1
100616181	15	15q25.1
100616182	13	13q31.2
100616183	15	15q24.1
100616184	9	9p11.2
100616185	19	19q13.42
100616186	11	11q14.3
100616187	2	2q14.3
100616188	1	1p36.13
100616189	1	1p32.3
100616190	20	20q11.23
100616191	6	6q23.2
100616192	10	10q23.31
100616193	4	4q31.3
100616194	9	9q13
100616195	16	16p13.12
100616196	17	17q25.3
100616201	4	4p16.2
100616202	5	5q35.2
100616203	17	17q12
100616204	17	17q22
100616205	13	13q21.32
100616206	7	7q21.3
100616207	2	2q36.2
100616208	2	2q14.1
100616210	17	17q23.1
100616211	14	14q24.3
100616212	9	9q34.3
100616213	2	2q31.3
100616214	9	9p13.3
100616215	11	11q13.4
100616216	3	3q29
100616219	2	2p22.3
100616220	17	17q22
100616221	8	8q24.13
100616222	11	11p11.2
100616224	1	1q42.3
100616225	20	20q13.2
100616227	13	13q34
100616229	9	9p21.3
100616235	5	5p15.33
100616236	9	9q34.2
100616238	15	15q26.1
100616239	13	13q33.1
100616241	16	16p13.3
100616242	9	9q34.3
100616243	21	21q21.3
100616244	18	18p11.31
100616245	8	8q21.3
100616246	4	4q31.23
100616247	14	14q32.2
100616248	17	17q11.2
100616249	X	Xp22.13
100616250	9	9q34.11
100616252	X	Xp11.4
100616253	22	22q13.31
100616254	4	4q21.1
100616255	8	8q24.13
100616256	16	16p11.2
100616258	16	16p13.3
100616259	22	22q13.2
100616260	8	8q24.13
100616261	14	14q21.3
100616262	12	12q13.12
100616263	MT	11p15.4
100616264	18	18q21.1
100616265	2	2p14
100616266	17	17q11.2
100616267	2	2q34
100616268	8	8q24.3
100616269	6	6p22.3
100616271	5	5p15.2
100616272	1	1p32.3
100616273	17	17q11.2
100616274	4	4p14
100616275	15	15q11.2
100616277	17	17q11.1
100616278	9	9p13.2
100616280	14	14q13.3
100616283	22	22q13.2
100616284	11	11q13.1
100616285	6	6p25.2
100616286	10	10q22.1
100616287	12	12q23.1
100616288	9	9p24.1
100616289	9	9p13.2
100616290	18	18q21.2
100616291	3	3p24.3
100616292	11	11q13.1
100616293	15	15q14
100616295	22	22q12.3
100616299	4	4q21.1
100616300	14	14q32.33
100616301	9	9q34.3
100616302	13	13q21.32
100616303	4	4q32.1
100616304	13	13q12.11
100616305	2	2q32.1
100616306	5	5q33.2
100616307	2	2p24.1
100616308	1	1q42.13
100616309	12	12q24.22
100616311	11	11p13
100616312	9	9q33.2
100616313	19	19q13.33
100616314	19	19q13.33
100616315	1	1p32.3
100616316	17	17q24.2
100616317	2	2q37.1
100616319	11	11q24.1
100616321	1	1p21.3
100616322	10	10q26.12
100616323	10	10q25.1
100616324	2	2q32.2
100616325	5	5q23.3
100616326	5	5p15.31
100616327	10	10q26.2
100616328	1	1q25.2
100616329	12	12q24.31
100616330	11	11q23.1
100616332	15	15q21.1
100616333	9	9q34.3
100616334	3	3p26.1
100616335	9	9q34.11
100616336	3	3q13.11
100616337	19	19p13.3
100616338	1	1p31.3
100616339	5	5q11.2
100616340	20	20q13.33
100616342	5	5q35.3
100616343	1	1q43
100616344	9	9q34.3
100616345	1	1q31.2
100616346	7	7p13
100616347	6	6q16.2
100616348	8	8p23.1
100616349	4	4q21.23
100616350	8	8p23.1
100616351	9	9q22.31
100616352	6	6p21.1
100616354	7	7p14.3
100616356	2	2q24.3
100616357	18	18q21.31
100616359	17	17q25.3
100616360	2	2q37.3
100616361	2	2q33.3
100616362	20	20q13.33
100616363	1	1q31.3
100616364	2	2q24.2
100616365	1	1p36.11
100616366	18	18q21.1
100616368	11	11p11.2
100616369	15	15q21.2
100616372	8	8p23.1
100616373	X	Xp22.31
100616375	2	2q34
100616376	11	11q23.3
100616377	5	5q13.2
100616379	15	15q22.31
100616380	1	1q42.2
100616381	5	5p15.33
100616383	10	10p12.31
100616384	1	1p13.1
100616385	17	17q11.2
100616386	1	1q23.3
100616389	6	6q14.1
100616390	1	1q42.2
100616391	1	1p36.12
100616392	2	2q23.3
100616393	7	7p13
100616395	3	3q26.31
100616396	15	15q21.2
100616397	2	2q37.3
100616398	10	10q26.11
100616399	2	2p11.2
100616400	12	12q13.13
100616401	17	17p13.1
100616402	11	11q13.4
100616404	15	15q25.2
100616405	16	16p11.2
100616407	3	3p21.31
100616409	1	1p32.1
100616410	11	11q13.4
100616413	6	6p21.2
100616414	22	22q11.21
100616415	22	22q13.32
100616416	17	17q12
100616417	2	2q37.3
100616418	2	2q23.3
100616420	18	18q21.1
100616421	1	1p36.31
100616423	13	13q14.3
100616425	19	19p13.2
100616426	11	11p15.1
100616428	X	Xp22.2
100616429	9	9q34.11
100616430	6	6q27
100616431	2	2p16.2
100616432	15	15q26.3
100616433	1	1p36.12
100616434	20	20q11.22
100616435	4	4p14
100616436	4	4q12
100616437	11	11p13
100616438	1	1p36.22
100616439	7	7q22.1
100616440	20	20q13.33
100616441	9	9p21.3
100616447	2	2p11.2
100616449	17	17q11.2
100616450	4	4q13.1
100616451	8	8q22.2
100616452	1	1p21.3
100616453	11	11p15.4
100616454	12	12q24.11
100616455	6	6q23.2
100616456	9	9p13.2
100616457	11	11q22.3
100616460	9	9q34.3
100616463	4	4q21.3
100616464	2	2p14
100616466	17	17p13.1
100616467	X	Xp22.31
100616468	1	1q42.11
100616469	2	2p25.1
100616470	11	11q12.2
100616471	4	4p16.1
100616472	2	2q34
100616473	2	2p16.1
100616474	15	15q12
100616475	2	2p22.3
100616476	3	3q13.2
100616477	3	3p24.2
100616478	12	12q13.11
100616479	5	5p15.33
100616480	9	9q34.3
100616481	1	1p22.3
100616482	10	10q24.2
100616483	19	19q13.33
100616484	8	8q12.3
100616485	3	3q13.31
100616486	12	12q13.11
100616487	16	16p11.2
100616488	10	10p14
100616490	14	14q23.3
100616491	X	Xq23
100616492	1	1p36.11
100616493	2	2q37.3
100616494	17	17p12
100616495	14	14q32.2
100616498	5	5q35.1
100616500	10	10p11.21
100616530	8	8q22.1
100616668	13	13q14.11
10062	11	11p11.2
100628307	14	14q31.1
100628315	1	1q24.3
100628560	10	10p15.1
10063	3	3q13.33
100631378	19	19q13.13
100631383	4	4q21.1
100652730	20	20q13.33
100652748	10	10q11.23
100652749	15	15q26.2
100652759	3	3p14.1
100652772	5	5p12
100652777	16	16p13.11
100652791	8	8p23.1
100652824	2	2q33.1
100652833	5	5q21.1
100652846	12	12p13.33
100652853	5	5q21.3
100652856	13	13q12.11
100652865	13	13q12.11
100652909	19	19q13.11
100652911	19	19q13.11
100652931	Y	Yq11.223
100652988	10	10p15.1
100652999	12	12q13.13
100653515	17	17q25.3
10066	15	15q24.1
10068	11	11q13.4
10069	21	21q21.3
1007	5	5p14.1
10071	7	7q22.1
10072	11	11q13.2
10073	15	15q24.2
10075	X	Xp11.22
100750225	8	8q24.21
100750246	14	14q23.2
100750326	4	4p16.3
10076	1	1p35.3
10077	11	11p15.5
100775104	7	7p15.3
10078	11	11p15.5
10079	20	20q13.2
1008	5	5p14.2-p14.1
10081	15	15q22.31
10082	13	13q31.3-q32.1
100820709	3	3q26.32
100820829	15	15q21.3
10083	11	11p15.1
10084	X	Xp11.23
100846991	5	5q31.3
100846992	9	9q34.13
100846993	15	15q26.1
100846995	2	2p12
100846996	13	13q21.1
100846997	18	18q12.3
100846998	6	6p24.3
100847000	11	11q14.1
100847001	8	8q22.3
100847002	18	18q22.1
100847003	13	13q14.3
100847004	12	12q24.31
100847007	2	2q11.2
100847008	17	17q24.2
100847009	1	1q24.3
100847010	1	1p34.3
100847013	21	21q22.3
100847014	10	10q11.21
100847015	11	11p15.4
100847016	19	19p13.13
100847017	7	7q21.3
100847018	1	1p35.2
100847019	5	5q11.2
100847020	11	11p11.2
100847021	3	3q21.2
100847022	16	16q24.1
100847023	4	4p15.33
100847024	1	1q21.3
100847025	18	18q12.3
100847026	13	13q14.11
100847027	4	4q22.1
100847028	16	16p13.3
100847029	5	5q35.1
100847030	17	17q21.2
100847031	12	12q22
100847032	7	7q36.3
100847034	6	6p25.1
100847035	13	13q34
100847036	3	3q25.1
100847037	2	2q37.1
100847039	3	3q21.2
100847040	3	3q22.1
100847042	15	15q25.1
100847043	3	3q13.33
100847046	17	17q21.2
100847047	X	Xp21.2
100847048	6	6p21.31
100847049	19	19p13.2
100847050	1	1q32.1
100847051	8	8q24.21
100847053	2	2q36.3
100847054	3	3q27.2
100847055	1	1p36.22
100847056	8	8q21.13
100847057	16	16q24.2
100847058	8	8q21.11
100847059	15	15q26.1
100847063	X	Xp22.2
100847064	14	14q24.1
100847065	4	4p14
100847067	17	17q21.32
100847068	8	8p11.21
100847069	2	2q21.3
100847070	19	19q13.12
100847071	19	19p13.13
100847072	1	1q42.13
100847073	7	7q22.1
100847075	6	6p12.1
100847076	14	14q22.2
100847077	3	3p12.1
100847078	3	3q27.2
100847080	18	18p11.21
100847081	2	2q36.3
100847082	5	5q31.1
100847083	18	18q22.3
100847084	15	15q25.3
100847085	5	5q23.1
100847086	10	10p15.3
100847087	2	2p15
100847088	14	14q23.1
100847089	1	1p34.1
100847090	1	1q23.3
100847091	8	8q21.11
100847092	13	13q31.3
100847093	19	19p13.2
10085	5	5q14.3
100852408	5	5p13.2
100852409	1	1p31.1
100852410	1	1p31.1
100856811	8	8p12
100859921	8	8q23.3
10086	8	8q24.22
100861402	2	2q24.3
100861412	8	8q22.1
100861468	5	5q21.1
100861510	21	21q22.3
100861514	7	7p14.2
100861518	5	5q31.1
100861519	5	5p13.2
100861520	7	7p14.1
100861522	20	20q11.23
100861523	6	6q27
100861540	7	7q22.1
100861541	13	13q32.3
100861542	13	13q32.3
100861548	1	1p36.12
100861550	13	13q12.2
100861552	13	13q14.3
100861553	13	13q31.2
100861554	13	13q14.13
100861555	13	13q34
100861573	13	13q12.3
100862662	3	3q21.3
100862671	16	16p11.2
100862679	3	3q26.31
100862680	12	12q24.32
100862692	21	21q22.3
100862704	13	13q14.2
100862728	19	19q13.12
10087	5	5q13.3
100873065	X	Xp22.11
100873740	2	NA
100873741	3	3q12.1
100873745	7	7q21.2
100873746	9	9p22.3
100873748	4	NA
100873749	4	4q22.3
100873750	4	4q25
100873753	11	NA
100873754	15	15q22.31
100873755	16	16q22.1
100873756	22	22q12.2
100873757	12	12q23.1
100873758	18	18q22.1
100873759	11	11q13.1
100873760	11	11q13.2
100873761	13	13q12.11
100873762	13	13q12.3
100873763	13	13q11
100873764	13	13q13.3
100873765	13	13q14.11
100873766	13	13q12.12
100873767	13	13q12.11
100873768	13	13q12.2
100873769	13	13q12.3
100873770	13	13q22.1
100873771	13	13q31.1
100873772	13	13q14.13
100873773	13	13q14.12
100873774	13	13q13.3
100873775	13	13q31.1
100873776	13	13q31.3
100873777	13	13q11
100873778	13	13q12.13
100873779	13	13q22.1
100873780	13	13q21.31
100873781	13	13q12.2
100873782	13	13q32.3
100873917	3	3q28
100873920	X	Xp22.13
100873922	X	Xp22.11
100873924	1	1q41
100873930	X	Xq13.1
100873932	1	1p21.3
100873933	1	1p21.3
100873935	1	1p36.22
100873939	4	4q12
100873941	3	3q29
100873942	X	Xp22.11
100873945	3	3q24
100873946	1	1p13.3
100873948	5	5q22.1
100873949	1	1q32.1
100873954	3	3p22.1
100873955	4	4q12
100873962	Y	Yp11.2
100873965	13	13q14.2
100873969	13	13q31.3
100873972	13	13q31.3
100873974	1	1p13.3
100873976	3	3p26.3
100873979	3	3p24.1
100873980	12	12p12.3
100873982	3	3q27.1
100873983	3	3p14.1
100873984	1	1q43
100873985	X	Xp11.4
100873989	11	11q14.2
100873997	6	6q13
100873998	2	2p14
100874002	5	5p13.1
100874006	21	21q22.13
100874011	2	2q24.3
100874012	11	11p15.1
100874016	3	3p14.2
100874018	17	17p11.2
100874021	7	7q21.11
100874027	3	3q28
100874028	3	3p24.3
100874029	3	3q13.2
100874031	2	2p23.3
100874032	3	3p25.3
100874034	3	3q29
100874035	3	3q25.31
100874037	3	3p12.1
100874038	3	3p12.1
100874039	3	3p14.1
100874041	7	7p21.1
100874042	20	20q11.21
100874047	4	4q28.3
100874048	2	2p13.1
100874051	8	8p21.3
100874052	8	8q21.3
100874053	11	11q21
100874054	1	1q21.2
100874055	2	2p25.1
100874056	Y	Yq11.221
100874058	17	17p12
100874059	13	13q12.3
100874063	13	13q32.3
100874064	13	13q21.32
100874071	13	13q12.13
100874074	13	13q14.3
100874081	13	13q33.1
100874082	13	13q14.2
100874083	3	3q25.31
100874084	3	3q25.31
100874086	13	13q21.32
100874087	13	13q21.32
100874090	3	3p25.3
100874091	3	3q25.1
100874093	21	21q22.2
100874095	3	3q27.3
100874096	13	13q32.3
100874100	7	7q21.13
100874102	X	Xq26.2
100874107	13	13q12.3
100874114	3	3p22.1
100874123	22	22q12.1
100874126	13	13q31.1
100874127	13	13q14.11
100874128	13	13q31.1
100874137	13	13q31.1
100874143	13	13q21.31
100874150	13	13q31.3
100874151	13	13q22.1
100874157	13	13q21.31
100874158	13	13q12.3
100874164	21	13q11
100874167	13	13q13.1
100874173	13	13q33.3
100874175	13	13q22.3
100874178	13	13q34
100874179	13	13q13.2
100874182	13	13q12.11
100874185	14	14q22.1
100874187	13	13q31.3
100874188	13	13q13.3
100874190	21	21q11.2
100874194	13	13q32.1
100874195	13	13q21.2
100874196	13	13q21.2
100874197	22	22q13.2
100874200	3	3p14.3
100874203	13	13q34
100874204	3	3q21.3
100874205	13	13q34
100874206	3	3p23
100874207	3	3q12.1
100874208	13	13q31.1
100874212	13	13q22.3
100874222	13	13q22.3-q31.1
100874231	13	13q12.12
100874234	12	12p13.33
100874236	21	21q22.3
100874237	3	3p14.3
100874239	5	5q31.3
100874241	13	13q13.1
